cohort,pipeline,seed,model,task_idx,subject_acc
mdd_ec,ANOVA,46,KNN,1,0.9821428571428571
mdd_ec,ANOVA,46,KNN,2,0.9821428571428571
mdd_ec,ANOVA,46,MLP_(Neural_Network),0,1.0
mdd_ec,ANOVA,46,MLP_(Neural_Network),1,1.0
mdd_ec,ANOVA,46,MLP_(Neural_Network),2,1.0
mdd_ec,ANOVA,46,SVM,0,0.9107142857142857
mdd_ec,ANOVA,46,SVM,1,0.9285714285714286
mdd_ec,ANOVA,46,SVM,2,0.8392857142857143
mdd_ec,ANOVA,46,XGBoost,0,1.0
mdd_ec,ANOVA,46,XGBoost,1,1.0
mdd_ec,ANOVA,46,XGBoost,2,1.0
mdd_ec,ANOVA,47,KNN,0,0.9821428571428571
mdd_ec,ANOVA,47,KNN,1,0.9821428571428571
mdd_ec,ANOVA,47,KNN,2,0.9821428571428571
mdd_ec,ANOVA,47,MLP_(Neural_Network),0,1.0
mdd_ec,ANOVA,47,MLP_(Neural_Network),1,1.0
mdd_ec,ANOVA,47,MLP_(Neural_Network),2,1.0
mdd_ec,ANOVA,47,SVM,0,0.9642857142857143
mdd_ec,ANOVA,47,SVM,1,0.8392857142857143
mdd_ec,ANOVA,47,SVM,2,0.8928571428571429
mdd_ec,ANOVA,47,XGBoost,0,1.0
mdd_ec,ANOVA,47,XGBoost,1,1.0
mdd_ec,ANOVA,47,XGBoost,2,1.0
mdd_ec,ANOVA,48,KNN,0,0.9821428571428571
mdd_ec,ANOVA,48,KNN,1,0.9821428571428571
mdd_ec,ANOVA,48,KNN,2,0.9821428571428571
mdd_ec,ANOVA,48,MLP_(Neural_Network),0,1.0
mdd_ec,ANOVA,48,MLP_(Neural_Network),1,1.0
mdd_ec,ANOVA,48,MLP_(Neural_Network),2,1.0
mdd_ec,ANOVA,48,SVM,0,0.8571428571428571
mdd_ec,ANOVA,48,SVM,1,0.875
mdd_ec,ANOVA,48,SVM,2,0.9642857142857143
mdd_ec,ANOVA,48,XGBoost,0,1.0
mdd_ec,ANOVA,48,XGBoost,1,1.0
mdd_ec,ANOVA,48,XGBoost,2,1.0
mdd_ec,ANOVA,49,KNN,0,0.9821428571428571
mdd_ec,ANOVA,49,KNN,1,0.9821428571428571
mdd_ec,ANOVA,49,KNN,2,0.9821428571428571
mdd_ec,ANOVA,49,MLP_(Neural_Network),0,1.0
mdd_ec,ANOVA,49,MLP_(Neural_Network),1,1.0
mdd_ec,ANOVA,49,MLP_(Neural_Network),2,1.0
mdd_ec,ANOVA,49,SVM,0,0.8571428571428571
mdd_ec,ANOVA,49,SVM,1,0.9285714285714286
mdd_ec,ANOVA,49,SVM,2,0.9107142857142857
mdd_ec,ANOVA,49,XGBoost,0,1.0
mdd_ec,ANOVA,49,XGBoost,1,1.0
mdd_ec,ANOVA,49,XGBoost,2,1.0
mdd_ec,ANOVA,50,KNN,0,0.9821428571428571
mdd_ec,ANOVA,50,KNN,1,0.9642857142857143
mdd_ec,ANOVA,50,KNN,2,0.9821428571428571
mdd_ec,ANOVA,50,MLP_(Neural_Network),0,1.0
mdd_ec,ANOVA,50,MLP_(Neural_Network),1,1.0
mdd_ec,ANOVA,50,MLP_(Neural_Network),2,0.9821428571428571
mdd_ec,ANOVA,50,SVM,0,0.9107142857142857
mdd_ec,ANOVA,50,SVM,1,0.9464285714285714
mdd_ec,ANOVA,50,SVM,2,0.8392857142857143
mdd_ec,ANOVA,50,XGBoost,0,1.0
mdd_ec,ANOVA,50,XGBoost,1,1.0
mdd_ec,ANOVA,50,XGBoost,2,1.0
mdd_ec,ANOVA,51,KNN,0,0.9642857142857143
mdd_ec,ANOVA,51,KNN,1,0.9821428571428571
mdd_ec,ANOVA,51,KNN,2,0.9821428571428571
mdd_ec,ANOVA,51,MLP_(Neural_Network),0,1.0
mdd_ec,ANOVA,51,MLP_(Neural_Network),1,1.0
mdd_ec,ANOVA,51,MLP_(Neural_Network),2,1.0
mdd_ec,ANOVA,51,SVM,0,0.8392857142857143
mdd_ec,ANOVA,51,SVM,1,0.9642857142857143
mdd_ec,ANOVA,51,SVM,2,0.9107142857142857
mdd_ec,ANOVA,51,XGBoost,0,1.0
mdd_ec,ANOVA,51,XGBoost,1,1.0
mdd_ec,ANOVA,51,XGBoost,2,1.0
mdd_ec,PCA,42,KNN,0,0.9642857142857143
mdd_ec,PCA,42,KNN,1,0.9464285714285714
mdd_ec,PCA,42,KNN,2,0.9642857142857143
mdd_ec,PCA,42,MLP_(Neural_Network),0,1.0
mdd_ec,PCA,42,MLP_(Neural_Network),1,1.0
mdd_ec,PCA,42,MLP_(Neural_Network),2,1.0
mdd_ec,PCA,42,SVM,0,0.9821428571428571
mdd_ec,PCA,42,SVM,1,0.9464285714285714
mdd_ec,PCA,42,SVM,2,0.9107142857142857
mdd_ec,PCA,42,XGBoost,0,1.0
mdd_ec,PCA,42,XGBoost,1,1.0
mdd_ec,PCA,42,XGBoost,2,1.0
mdd_ec,PCA,43,KNN,0,0.9821428571428571
mdd_ec,PCA,43,KNN,1,0.9821428571428571
mdd_ec,PCA,43,KNN,2,0.9821428571428571
mdd_ec,PCA,43,MLP_(Neural_Network),0,1.0
mdd_ec,PCA,43,MLP_(Neural_Network),1,1.0
mdd_ec,PCA,43,MLP_(Neural_Network),2,1.0
mdd_ec,PCA,43,SVM,0,1.0
mdd_ec,PCA,43,SVM,1,0.9107142857142857
mdd_ec,PCA,43,SVM,2,0.9821428571428571
mdd_ec,PCA,43,XGBoost,0,1.0
mdd_ec,PCA,43,XGBoost,1,0.9821428571428571
mdd_ec,PCA,43,XGBoost,2,1.0
mdd_ec,PCA,44,KNN,0,0.9821428571428571
mdd_ec,PCA,44,KNN,1,0.9821428571428571
mdd_ec,PCA,44,KNN,2,0.9821428571428571
mdd_ec,PCA,44,MLP_(Neural_Network),0,1.0
mdd_ec,PCA,44,MLP_(Neural_Network),1,1.0
mdd_ec,PCA,44,MLP_(Neural_Network),2,1.0
mdd_ec,PCA,44,SVM,0,0.9821428571428571
mdd_ec,PCA,44,SVM,1,0.8928571428571429
mdd_ec,PCA,44,SVM,2,1.0
mdd_ec,PCA,44,XGBoost,0,1.0
mdd_ec,PCA,44,XGBoost,1,0.9821428571428571
mdd_ec,PCA,44,XGBoost,2,1.0
mdd_ec,PCA,45,KNN,0,0.9821428571428571
mdd_ec,PCA,45,KNN,1,0.9821428571428571
mdd_ec,PCA,45,KNN,2,0.9821428571428571
mdd_ec,PCA,45,MLP_(Neural_Network),0,1.0
mdd_ec,PCA,45,MLP_(Neural_Network),1,1.0
mdd_ec,PCA,45,MLP_(Neural_Network),2,1.0
mdd_ec,PCA,45,SVM,0,1.0
mdd_ec,PCA,45,SVM,1,0.9821428571428571
mdd_ec,PCA,45,SVM,2,0.875
mdd_ec,PCA,45,XGBoost,0,1.0
mdd_ec,PCA,45,XGBoost,1,1.0
mdd_ec,PCA,45,XGBoost,2,1.0
mdd_ec,PCA,46,KNN,0,0.9821428571428571
mdd_ec,PCA,46,KNN,1,0.9821428571428571
mdd_ec,PCA,46,KNN,2,0.9642857142857143
mdd_ec,PCA,46,MLP_(Neural_Network),0,1.0
mdd_ec,PCA,46,MLP_(Neural_Network),1,1.0
mdd_ec,PCA,46,MLP_(Neural_Network),2,1.0
mdd_ec,PCA,46,SVM,0,0.9821428571428571
mdd_ec,PCA,46,SVM,1,0.9107142857142857
mdd_ec,PCA,46,SVM,2,0.9821428571428571
mdd_ec,PCA,46,XGBoost,0,1.0
mdd_ec,PCA,46,XGBoost,1,1.0
mdd_ec,PCA,46,XGBoost,2,1.0
mdd_ec,PCA,47,KNN,0,0.9821428571428571
mdd_ec,PCA,47,KNN,1,0.9821428571428571
mdd_ec,PCA,47,KNN,2,0.9821428571428571
mdd_ec,PCA,47,MLP_(Neural_Network),0,1.0
mdd_ec,PCA,47,MLP_(Neural_Network),1,1.0
mdd_ec,PCA,47,MLP_(Neural_Network),2,1.0
mdd_ec,PCA,47,SVM,0,1.0
mdd_ec,PCA,47,SVM,1,0.9642857142857143
mdd_ec,PCA,47,SVM,2,0.8928571428571429
mdd_ec,PCA,47,XGBoost,0,1.0
mdd_ec,PCA,47,XGBoost,1,1.0
mdd_ec,PCA,47,XGBoost,2,1.0
mdd_ec,PCA,48,KNN,0,0.9821428571428571
mdd_ec,PCA,48,KNN,1,0.9821428571428571
mdd_ec,PCA,48,KNN,2,0.9821428571428571
mdd_ec,PCA,48,MLP_(Neural_Network),0,1.0
mdd_ec,PCA,48,MLP_(Neural_Network),1,1.0
mdd_ec,PCA,48,MLP_(Neural_Network),2,1.0
mdd_ec,PCA,48,SVM,0,1.0
mdd_ec,PCA,48,SVM,1,0.9107142857142857
mdd_ec,PCA,48,SVM,2,0.9642857142857143
mdd_ec,PCA,48,XGBoost,0,1.0
mdd_ec,PCA,48,XGBoost,1,1.0
mdd_ec,PCA,48,XGBoost,2,0.9821428571428571
mdd_ec,PCA,49,KNN,0,0.9821428571428571
mdd_ec,PCA,49,KNN,1,0.9821428571428571
mdd_ec,PCA,49,KNN,2,0.9821428571428571
mdd_ec,PCA,49,MLP_(Neural_Network),0,1.0
mdd_ec,PCA,49,MLP_(Neural_Network),1,1.0
mdd_ec,PCA,49,MLP_(Neural_Network),2,1.0
mdd_ec,PCA,49,SVM,0,0.9821428571428571
mdd_ec,PCA,49,SVM,1,0.875
mdd_ec,PCA,49,SVM,2,0.9821428571428571
mdd_ec,PCA,49,XGBoost,0,1.0
mdd_ec,PCA,49,XGBoost,1,1.0
mdd_ec,PCA,49,XGBoost,2,1.0
mdd_ec,PCA,50,KNN,0,0.9821428571428571
mdd_ec,PCA,50,KNN,1,0.9642857142857143
mdd_ec,PCA,50,KNN,2,0.9642857142857143
mdd_ec,PCA,50,MLP_(Neural_Network),0,1.0
mdd_ec,PCA,50,MLP_(Neural_Network),1,1.0
mdd_ec,PCA,50,MLP_(Neural_Network),2,1.0
mdd_ec,PCA,50,SVM,0,0.9821428571428571
mdd_ec,PCA,50,SVM,1,1.0
mdd_ec,PCA,50,SVM,2,0.9285714285714286
mdd_ec,PCA,50,XGBoost,0,1.0
mdd_ec,PCA,50,XGBoost,1,1.0
mdd_ec,PCA,50,XGBoost,2,1.0
mdd_ec,PCA,51,KNN,0,0.9821428571428571
mdd_ec,PCA,51,KNN,1,0.9821428571428571
mdd_ec,PCA,51,KNN,2,0.9821428571428571
mdd_ec,PCA,51,MLP_(Neural_Network),0,1.0
mdd_ec,PCA,51,MLP_(Neural_Network),1,1.0
mdd_ec,PCA,51,MLP_(Neural_Network),2,1.0
mdd_ec,PCA,51,SVM,0,0.9821428571428571
mdd_ec,PCA,51,SVM,1,0.9821428571428571
mdd_ec,PCA,51,SVM,2,0.875
mdd_ec,PCA,51,XGBoost,0,1.0
mdd_ec,PCA,51,XGBoost,1,1.0
mdd_ec,PCA,51,XGBoost,2,1.0
mdd_eo,ANOVA,42,KNN,0,0.9152542372881356
mdd_eo,ANOVA,42,KNN,1,0.9322033898305084
mdd_eo,ANOVA,42,KNN,2,0.9661016949152542
mdd_eo,ANOVA,42,MLP_(Neural_Network),0,1.0
mdd_eo,ANOVA,42,MLP_(Neural_Network),1,1.0
mdd_eo,ANOVA,42,MLP_(Neural_Network),2,0.9661016949152542
mdd_eo,ANOVA,42,SVM,0,0.847457627118644
mdd_eo,ANOVA,42,SVM,1,0.9322033898305084
mdd_eo,ANOVA,42,SVM,2,0.7288135593220338
mdd_eo,ANOVA,42,XGBoost,0,1.0
mdd_eo,ANOVA,42,XGBoost,1,1.0
mdd_eo,ANOVA,42,XGBoost,2,1.0
mdd_eo,ANOVA,43,KNN,0,0.9322033898305084
mdd_eo,ANOVA,43,KNN,1,0.9491525423728814
mdd_eo,ANOVA,43,KNN,2,0.9322033898305084
mdd_eo,ANOVA,43,MLP_(Neural_Network),0,1.0
mdd_eo,ANOVA,43,MLP_(Neural_Network),1,1.0
mdd_eo,ANOVA,43,MLP_(Neural_Network),2,1.0
mdd_eo,ANOVA,43,SVM,0,0.8135593220338984
mdd_eo,ANOVA,43,SVM,1,0.9322033898305084
mdd_eo,ANOVA,43,SVM,2,0.711864406779661
mdd_eo,ANOVA,43,XGBoost,0,1.0
mdd_eo,ANOVA,43,XGBoost,1,1.0
mdd_eo,ANOVA,43,XGBoost,2,1.0
mdd_eo,ANOVA,44,KNN,0,0.9322033898305084
mdd_eo,ANOVA,44,KNN,1,0.9152542372881356
mdd_eo,ANOVA,44,KNN,2,0.9661016949152542
mdd_eo,ANOVA,44,MLP_(Neural_Network),0,1.0
mdd_eo,ANOVA,44,MLP_(Neural_Network),1,1.0
mdd_eo,ANOVA,44,MLP_(Neural_Network),2,1.0
mdd_eo,ANOVA,44,SVM,0,0.711864406779661
mdd_eo,ANOVA,44,SVM,1,0.9491525423728814
mdd_eo,ANOVA,44,SVM,2,0.847457627118644
mdd_eo,ANOVA,44,XGBoost,0,1.0
mdd_eo,ANOVA,44,XGBoost,1,1.0
mdd_eo,ANOVA,44,XGBoost,2,1.0
mdd_eo,ANOVA,45,KNN,0,0.9491525423728814
mdd_eo,ANOVA,45,KNN,1,0.9830508474576272
mdd_eo,ANOVA,45,KNN,2,0.9491525423728814
mdd_eo,ANOVA,45,MLP_(Neural_Network),0,1.0
mdd_eo,ANOVA,45,MLP_(Neural_Network),1,1.0
mdd_eo,ANOVA,45,MLP_(Neural_Network),2,1.0
mdd_eo,ANOVA,45,SVM,0,0.9491525423728814
mdd_eo,ANOVA,45,SVM,1,0.711864406779661
mdd_eo,ANOVA,45,SVM,2,0.847457627118644
mdd_eo,ANOVA,45,XGBoost,0,1.0
mdd_eo,ANOVA,45,XGBoost,1,1.0
mdd_eo,ANOVA,45,XGBoost,2,1.0
mdd_eo,ANOVA,46,KNN,0,0.9152542372881356
mdd_eo,ANOVA,46,KNN,1,0.9322033898305084
mdd_eo,ANOVA,46,KNN,2,0.9830508474576272
mdd_eo,ANOVA,46,MLP_(Neural_Network),0,1.0
mdd_eo,ANOVA,46,MLP_(Neural_Network),1,0.9830508474576272
mdd_eo,ANOVA,46,MLP_(Neural_Network),2,1.0
mdd_eo,ANOVA,46,SVM,0,0.9491525423728814
mdd_eo,ANOVA,46,SVM,1,0.711864406779661
mdd_eo,ANOVA,46,SVM,2,0.8305084745762712
mdd_eo,ANOVA,46,XGBoost,0,1.0
mdd_eo,ANOVA,46,XGBoost,1,1.0
mdd_eo,ANOVA,46,XGBoost,2,1.0
mdd_eo,ANOVA,47,KNN,0,0.9322033898305084
mdd_eo,ANOVA,47,KNN,1,0.9661016949152542
mdd_eo,ANOVA,47,KNN,2,0.9322033898305084
mdd_eo,ANOVA,47,MLP_(Neural_Network),0,1.0
mdd_eo,ANOVA,47,MLP_(Neural_Network),1,1.0
mdd_eo,ANOVA,47,MLP_(Neural_Network),2,1.0
mdd_eo,ANOVA,47,SVM,0,0.7288135593220338
mdd_eo,ANOVA,47,SVM,1,0.9491525423728814
mdd_eo,ANOVA,47,SVM,2,0.847457627118644
mdd_eo,ANOVA,47,XGBoost,0,1.0
mdd_eo,ANOVA,47,XGBoost,1,1.0
mdd_eo,ANOVA,47,XGBoost,2,1.0
mdd_eo,ANOVA,48,KNN,0,0.9661016949152542
mdd_eo,ANOVA,48,KNN,1,0.9322033898305084
mdd_eo,ANOVA,48,KNN,2,0.9661016949152542
mdd_eo,ANOVA,48,MLP_(Neural_Network),0,1.0
mdd_eo,ANOVA,48,MLP_(Neural_Network),1,0.9830508474576272
mdd_eo,ANOVA,48,MLP_(Neural_Network),2,1.0
mdd_eo,ANOVA,48,SVM,0,0.9322033898305084
mdd_eo,ANOVA,48,SVM,1,0.711864406779661
mdd_eo,ANOVA,48,SVM,2,0.8305084745762712
mdd_eo,ANOVA,48,XGBoost,0,1.0
mdd_eo,ANOVA,48,XGBoost,1,1.0
mdd_eo,ANOVA,48,XGBoost,2,1.0
mdd_eo,ANOVA,49,KNN,0,0.9491525423728814
mdd_eo,ANOVA,49,KNN,1,0.9322033898305084
mdd_eo,ANOVA,49,KNN,2,1.0
mdd_eo,ANOVA,49,MLP_(Neural_Network),0,1.0
mdd_eo,ANOVA,49,MLP_(Neural_Network),1,0.9830508474576272
mdd_eo,ANOVA,49,MLP_(Neural_Network),2,1.0
mdd_eo,ANOVA,49,SVM,0,0.9491525423728814
mdd_eo,ANOVA,49,SVM,1,0.8305084745762712
mdd_eo,ANOVA,49,SVM,2,0.7288135593220338
mdd_eo,ANOVA,49,XGBoost,0,1.0
mdd_eo,ANOVA,49,XGBoost,1,1.0
mdd_eo,ANOVA,49,XGBoost,2,1.0
mdd_eo,ANOVA,50,KNN,0,0.9322033898305084
mdd_eo,ANOVA,50,KNN,1,0.9830508474576272
mdd_eo,ANOVA,50,KNN,2,0.9152542372881356
mdd_eo,ANOVA,50,MLP_(Neural_Network),0,0.9830508474576272
mdd_eo,ANOVA,50,MLP_(Neural_Network),1,1.0
mdd_eo,ANOVA,50,MLP_(Neural_Network),2,1.0
mdd_eo,ANOVA,50,SVM,0,0.7457627118644068
mdd_eo,ANOVA,50,SVM,1,0.9491525423728814
mdd_eo,ANOVA,50,SVM,2,0.847457627118644
mdd_eo,ANOVA,50,XGBoost,0,1.0
mdd_eo,ANOVA,50,XGBoost,1,1.0
mdd_eo,ANOVA,50,XGBoost,2,1.0
mdd_eo,ANOVA,51,KNN,0,0.9152542372881356
mdd_eo,ANOVA,51,KNN,1,0.9661016949152542
mdd_eo,ANOVA,51,KNN,2,0.9152542372881356
mdd_eo,ANOVA,51,MLP_(Neural_Network),0,1.0
mdd_eo,ANOVA,51,MLP_(Neural_Network),1,1.0
mdd_eo,ANOVA,51,MLP_(Neural_Network),2,0.9830508474576272
mdd_eo,ANOVA,51,SVM,0,0.8305084745762712
mdd_eo,ANOVA,51,SVM,1,0.9661016949152542
mdd_eo,ANOVA,51,SVM,2,0.711864406779661
mdd_eo,ANOVA,51,XGBoost,0,1.0
mdd_eo,ANOVA,51,XGBoost,1,1.0
mdd_eo,ANOVA,51,XGBoost,2,1.0
mdd_eo,PCA,42,KNN,0,0.9322033898305084
mdd_eo,PCA,42,KNN,1,0.9830508474576272
mdd_eo,PCA,42,KNN,2,0.9322033898305084
mdd_eo,PCA,42,MLP_(Neural_Network),0,1.0
mdd_eo,PCA,42,MLP_(Neural_Network),1,1.0
mdd_eo,PCA,42,MLP_(Neural_Network),2,1.0
mdd_eo,PCA,42,SVM,0,0.9152542372881356
mdd_eo,PCA,42,SVM,1,0.9830508474576272
mdd_eo,PCA,42,SVM,2,0.8813559322033898
mdd_eo,PCA,42,XGBoost,0,1.0
mdd_eo,PCA,42,XGBoost,1,1.0
mdd_eo,PCA,42,XGBoost,2,1.0
mdd_eo,PCA,43,KNN,0,0.9322033898305084
mdd_eo,PCA,43,KNN,1,0.9322033898305084
mdd_eo,PCA,43,KNN,2,0.9661016949152542
mdd_eo,PCA,43,MLP_(Neural_Network),0,1.0
mdd_eo,PCA,43,MLP_(Neural_Network),1,1.0
mdd_eo,PCA,43,MLP_(Neural_Network),2,1.0
mdd_eo,PCA,43,SVM,0,0.9322033898305084
mdd_eo,PCA,43,SVM,1,0.8813559322033898
mdd_eo,PCA,43,SVM,2,1.0
mdd_eo,PCA,43,XGBoost,0,1.0
mdd_eo,PCA,43,XGBoost,1,0.9830508474576272
mdd_eo,PCA,43,XGBoost,2,1.0
mdd_eo,PCA,44,KNN,0,0.9322033898305084
mdd_eo,PCA,44,KNN,1,0.9491525423728814
mdd_eo,PCA,44,KNN,2,0.9661016949152542
mdd_eo,PCA,44,MLP_(Neural_Network),0,1.0
mdd_eo,PCA,44,MLP_(Neural_Network),1,1.0
mdd_eo,PCA,44,MLP_(Neural_Network),2,1.0
mdd_eo,PCA,44,SVM,0,0.8813559322033898
mdd_eo,PCA,44,SVM,1,0.9322033898305084
mdd_eo,PCA,44,SVM,2,1.0
mdd_eo,PCA,44,XGBoost,0,1.0
mdd_eo,PCA,44,XGBoost,1,1.0
mdd_eo,PCA,44,XGBoost,2,1.0
mdd_eo,PCA,45,KNN,0,0.9152542372881356
mdd_eo,PCA,45,KNN,1,0.9152542372881356
mdd_eo,PCA,45,KNN,2,0.9661016949152542
mdd_eo,PCA,45,MLP_(Neural_Network),0,1.0
mdd_eo,PCA,45,MLP_(Neural_Network),1,1.0
mdd_eo,PCA,45,MLP_(Neural_Network),2,1.0
mdd_eo,PCA,45,SVM,0,0.9152542372881356
mdd_eo,PCA,45,SVM,1,0.9491525423728814
mdd_eo,PCA,45,SVM,2,1.0
mdd_eo,PCA,45,XGBoost,0,1.0
mdd_eo,PCA,45,XGBoost,1,1.0
mdd_eo,PCA,45,XGBoost,2,1.0
mdd_eo,PCA,46,KNN,0,0.9152542372881356
mdd_eo,PCA,46,KNN,1,0.9322033898305084
mdd_eo,PCA,46,KNN,2,0.9491525423728814
mdd_eo,PCA,46,MLP_(Neural_Network),0,1.0
mdd_eo,PCA,46,MLP_(Neural_Network),1,1.0
mdd_eo,PCA,46,MLP_(Neural_Network),2,1.0
mdd_eo,PCA,46,SVM,0,0.9152542372881356
mdd_eo,PCA,46,SVM,1,0.8813559322033898
mdd_eo,PCA,46,SVM,2,1.0
mdd_eo,PCA,46,XGBoost,0,1.0
mdd_eo,PCA,46,XGBoost,1,1.0
mdd_eo,PCA,46,XGBoost,2,1.0
mdd_eo,PCA,47,KNN,0,0.9830508474576272
mdd_eo,PCA,47,KNN,1,0.9322033898305084
mdd_eo,PCA,47,KNN,2,0.9491525423728814
mdd_eo,PCA,47,MLP_(Neural_Network),0,1.0
mdd_eo,PCA,47,MLP_(Neural_Network),1,1.0
mdd_eo,PCA,47,MLP_(Neural_Network),2,1.0
mdd_eo,PCA,47,SVM,0,0.9491525423728814
mdd_eo,PCA,47,SVM,1,1.0
mdd_eo,PCA,47,SVM,2,0.8813559322033898
mdd_eo,PCA,47,XGBoost,0,1.0
mdd_eo,PCA,47,XGBoost,1,1.0
mdd_eo,PCA,47,XGBoost,2,1.0
mdd_eo,PCA,48,KNN,0,0.9830508474576272
mdd_eo,PCA,48,KNN,1,0.9491525423728814
mdd_eo,PCA,48,KNN,2,0.9661016949152542
mdd_eo,PCA,48,MLP_(Neural_Network),0,1.0
mdd_eo,PCA,48,MLP_(Neural_Network),1,1.0
mdd_eo,PCA,48,MLP_(Neural_Network),2,1.0
mdd_eo,PCA,48,SVM,0,0.9491525423728814
mdd_eo,PCA,48,SVM,1,0.864406779661017
mdd_eo,PCA,48,SVM,2,0.9830508474576272
mdd_eo,PCA,48,XGBoost,0,1.0
mdd_eo,PCA,48,XGBoost,1,1.0
mdd_eo,PCA,48,XGBoost,2,1.0
mdd_eo,PCA,49,KNN,0,0.9830508474576272
mdd_eo,PCA,49,KNN,1,0.9322033898305084
mdd_eo,PCA,49,KNN,2,0.9152542372881356
mdd_eo,PCA,49,MLP_(Neural_Network),0,1.0
mdd_eo,PCA,49,MLP_(Neural_Network),1,1.0
mdd_eo,PCA,49,MLP_(Neural_Network),2,1.0
mdd_eo,PCA,49,SVM,0,1.0
mdd_eo,PCA,49,SVM,1,0.9491525423728814
mdd_eo,PCA,49,SVM,2,0.864406779661017
mdd_eo,PCA,49,XGBoost,0,0.9830508474576272
mdd_eo,PCA,49,XGBoost,1,1.0
mdd_eo,PCA,49,XGBoost,2,1.0
mdd_eo,PCA,50,KNN,0,0.9491525423728814
mdd_eo,PCA,50,KNN,1,0.9322033898305084
mdd_eo,PCA,50,KNN,2,0.9152542372881356
mdd_eo,PCA,50,MLP_(Neural_Network),0,1.0
mdd_eo,PCA,50,MLP_(Neural_Network),1,1.0
mdd_eo,PCA,50,MLP_(Neural_Network),2,0.9830508474576272
mdd_eo,PCA,50,SVM,0,0.9322033898305084
mdd_eo,PCA,50,SVM,1,0.864406779661017
mdd_eo,PCA,50,SVM,2,0.9830508474576272
mdd_eo,PCA,50,XGBoost,0,1.0
mdd_eo,PCA,50,XGBoost,1,1.0
mdd_eo,PCA,50,XGBoost,2,1.0
mdd_eo,PCA,51,KNN,0,0.9491525423728814
mdd_eo,PCA,51,KNN,1,0.9152542372881356
mdd_eo,PCA,51,KNN,2,0.9491525423728814
mdd_eo,PCA,51,MLP_(Neural_Network),0,1.0
mdd_eo,PCA,51,MLP_(Neural_Network),1,1.0
mdd_eo,PCA,51,MLP_(Neural_Network),2,1.0
mdd_eo,PCA,51,SVM,0,1.0
mdd_eo,PCA,51,SVM,1,0.9152542372881356
mdd_eo,PCA,51,SVM,2,0.9322033898305084
mdd_eo,PCA,51,XGBoost,0,1.0
mdd_eo,PCA,51,XGBoost,1,1.0
mdd_eo,PCA,51,XGBoost,2,1.0
scz,ANOVA,42,KNN,0,1.0
scz,ANOVA,42,KNN,1,1.0
scz,ANOVA,42,KNN,2,1.0
scz,ANOVA,42,MLP_(Neural_Network),0,1.0
scz,ANOVA,42,MLP_(Neural_Network),1,1.0
scz,ANOVA,42,MLP_(Neural_Network),2,1.0
scz,ANOVA,42,SVM,0,0.8928571428571429
scz,ANOVA,42,SVM,1,0.8928571428571429
scz,ANOVA,42,SVM,2,0.6071428571428571
scz,ANOVA,42,XGBoost,0,1.0
scz,ANOVA,42,XGBoost,1,1.0
scz,ANOVA,42,XGBoost,2,1.0
scz,ANOVA,43,KNN,0,1.0
scz,ANOVA,43,KNN,1,1.0
scz,ANOVA,43,KNN,2,1.0
scz,ANOVA,43,MLP_(Neural_Network),0,1.0
scz,ANOVA,43,MLP_(Neural_Network),1,1.0
scz,ANOVA,43,MLP_(Neural_Network),2,1.0
scz,ANOVA,43,SVM,0,0.6071428571428571
scz,ANOVA,43,SVM,1,0.9285714285714286
scz,ANOVA,43,SVM,2,0.8928571428571429
scz,ANOVA,43,XGBoost,0,1.0
scz,ANOVA,43,XGBoost,1,1.0
scz,ANOVA,43,XGBoost,2,1.0
scz,ANOVA,44,KNN,0,1.0
scz,ANOVA,44,KNN,1,1.0
scz,ANOVA,44,KNN,2,1.0
scz,ANOVA,44,MLP_(Neural_Network),0,1.0
scz,ANOVA,44,MLP_(Neural_Network),1,1.0
scz,ANOVA,44,MLP_(Neural_Network),2,1.0
scz,ANOVA,44,SVM,0,0.6071428571428571
scz,ANOVA,44,SVM,1,0.8928571428571429
scz,ANOVA,44,SVM,2,0.8928571428571429
scz,ANOVA,44,XGBoost,0,1.0
scz,ANOVA,44,XGBoost,1,1.0
scz,ANOVA,44,XGBoost,2,1.0
scz,ANOVA,45,KNN,0,1.0
scz,ANOVA,45,KNN,1,1.0
scz,ANOVA,45,KNN,2,1.0
scz,ANOVA,45,MLP_(Neural_Network),0,1.0
scz,ANOVA,45,MLP_(Neural_Network),1,1.0
scz,ANOVA,45,MLP_(Neural_Network),2,1.0
scz,ANOVA,45,SVM,0,0.9285714285714286
scz,ANOVA,45,SVM,1,0.8928571428571429
scz,ANOVA,45,SVM,2,0.5714285714285714
scz,ANOVA,45,XGBoost,0,1.0
scz,ANOVA,45,XGBoost,1,1.0
scz,ANOVA,45,XGBoost,2,1.0
scz,ANOVA,46,KNN,0,1.0
scz,ANOVA,46,KNN,1,1.0
scz,ANOVA,46,KNN,2,1.0
scz,ANOVA,46,MLP_(Neural_Network),0,1.0
scz,ANOVA,46,MLP_(Neural_Network),1,1.0
scz,ANOVA,46,MLP_(Neural_Network),2,1.0
scz,ANOVA,46,SVM,0,0.8928571428571429
scz,ANOVA,46,SVM,1,0.6071428571428571
scz,ANOVA,46,SVM,2,0.8928571428571429
scz,ANOVA,46,XGBoost,0,1.0
scz,ANOVA,46,XGBoost,1,1.0
scz,ANOVA,46,XGBoost,2,1.0
scz,ANOVA,47,KNN,0,1.0
scz,ANOVA,47,KNN,1,1.0
scz,ANOVA,47,KNN,2,1.0
