experiment,pipeline,strategy,P,fold_id,model,hyperparams,task_id,subject_acc,n_subjects_fold,epoch_acc,n_epochs_fold,subject_minus_epoch
ANOVA_L_6_FTD,FTest,Random-50,6,sub-38_sub-64_sub-65_sub-67_sub-68_sub-73,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_8_2689,0.6666666666666666,6,0.6665578053559765,3062,0.00010886131069010041
ANOVA_L_6_FTD,FTest,Random-50,6,sub-38_sub-64_sub-65_sub-67_sub-68_sub-73,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_8_0356,0.6666666666666666,6,0.6463096015676029,3062,0.020357065099063765
ANOVA_L_6_FTD,FTest,Random-50,6,sub-38_sub-64_sub-65_sub-67_sub-68_sub-73,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_8_9284,0.6666666666666666,6,0.6642717178314826,3062,0.0023949488351839854
ANOVA_L_6_FTD,FTest,Random-50,6,sub-44_sub-47_sub-58_sub-83_sub-86_sub-88,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_29_0356,0.6666666666666666,6,0.6641684511063526,2802,0.0024982155603140432
ANOVA_L_6_FTD,FTest,Random-50,6,sub-44_sub-47_sub-58_sub-83_sub-86_sub-88,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_29_2689,0.6666666666666666,6,0.7027123483226267,2802,-0.036045681655960116
ANOVA_L_6_FTD,FTest,Random-50,6,sub-44_sub-47_sub-58_sub-83_sub-86_sub-88,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_29_9284,0.6666666666666666,6,0.7098501070663812,2802,-0.04318344039971456
ANOVA_L_6_FTD,FTest,Random-50,6,sub-43_sub-44_sub-54_sub-69_sub-76_sub-78,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_25_0356,0.6666666666666666,6,0.5160377358490567,3180,0.15062893081760997
ANOVA_L_6_FTD,FTest,Random-50,6,sub-43_sub-44_sub-54_sub-69_sub-76_sub-78,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_25_2689,0.6666666666666666,6,0.5371069182389937,3180,0.12955974842767293
ANOVA_L_6_FTD,FTest,Random-50,6,sub-43_sub-44_sub-54_sub-69_sub-76_sub-78,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_25_9284,0.6666666666666666,6,0.5465408805031446,3180,0.12012578616352199
ANOVA_L_6_FTD,FTest,Random-50,6,sub-42_sub-53_sub-61_sub-66_sub-74_sub-82,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_22_2689,0.5,6,0.5883495145631068,3090,-0.0883495145631068
ANOVA_L_6_FTD,FTest,Random-50,6,sub-42_sub-53_sub-61_sub-66_sub-74_sub-82,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_22_0356,0.6666666666666666,6,0.584789644012945,3090,0.08187702265372165
ANOVA_L_6_FTD,FTest,Random-50,6,sub-42_sub-53_sub-61_sub-66_sub-74_sub-82,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_22_9284,0.5,6,0.5838187702265372,3090,-0.08381877022653716
ANOVA_L_6_FTD,FTest,Random-50,6,sub-54_sub-57_sub-59_sub-72_sub-83_sub-88,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_46_9284,0.8333333333333334,6,0.6881924659702437,3159,0.14514086736308962
ANOVA_L_6_FTD,FTest,Random-50,6,sub-54_sub-57_sub-59_sub-72_sub-83_sub-88,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_46_2689,0.8333333333333334,6,0.6875593542260209,3159,0.1457739791073125
ANOVA_L_6_FTD,FTest,Random-50,6,sub-54_sub-57_sub-59_sub-72_sub-83_sub-88,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_46_0356,0.6666666666666666,6,0.6467236467236467,3159,0.019943019943019946
ANOVA_L_6_FTD,FTest,Random-50,6,sub-49_sub-57_sub-58_sub-72_sub-75_sub-88,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_43_2689,0.6666666666666666,6,0.6203548711081353,2987,0.04631179555853138
ANOVA_L_6_FTD,FTest,Random-50,6,sub-49_sub-57_sub-58_sub-72_sub-75_sub-88,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_43_0356,0.6666666666666666,6,0.6076330766655507,2987,0.059033590001115965
ANOVA_L_6_FTD,FTest,Random-50,6,sub-49_sub-57_sub-58_sub-72_sub-75_sub-88,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_43_9284,0.6666666666666666,6,0.6200200870438567,2987,0.046646579622809936
ANOVA_L_6_FTD,FTest,Random-50,6,sub-41_sub-60_sub-65_sub-72_sub-81_sub-83,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_18_2689,0.8333333333333334,6,0.6645041705282669,3237,0.16882916280506644
ANOVA_L_6_FTD,FTest,Random-50,6,sub-41_sub-60_sub-65_sub-72_sub-81_sub-83,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_18_0356,0.8333333333333334,6,0.6397899289465554,3237,0.19354340438677797
ANOVA_L_6_FTD,FTest,Random-50,6,sub-41_sub-60_sub-65_sub-72_sub-81_sub-83,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_18_9284,0.8333333333333334,6,0.6607970342910102,3237,0.17253629904232315
ANOVA_L_6_FTD,FTest,Random-50,6,sub-58_sub-60_sub-65_sub-69_sub-70_sub-73,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_48_0356,0.6666666666666666,6,0.5421309192200557,2872,0.12453574744661089
ANOVA_L_6_FTD,FTest,Random-50,6,sub-58_sub-60_sub-65_sub-69_sub-70_sub-73,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_48_2689,0.6666666666666666,6,0.5588440111420613,2872,0.10782265552460535
ANOVA_L_6_FTD,FTest,Random-50,6,sub-58_sub-60_sub-65_sub-69_sub-70_sub-73,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_48_9284,0.6666666666666666,6,0.5623259052924791,2872,0.10434076137418757
ANOVA_L_6_FTD,FTest,Random-50,6,sub-42_sub-56_sub-57_sub-68_sub-86_sub-87,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_23_2689,0.5,6,0.663135593220339,2360,-0.163135593220339
ANOVA_L_6_FTD,FTest,Random-50,6,sub-42_sub-56_sub-57_sub-68_sub-86_sub-87,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_23_0356,0.5,6,0.6457627118644068,2360,-0.1457627118644068
ANOVA_L_6_FTD,FTest,Random-50,6,sub-42_sub-56_sub-57_sub-68_sub-86_sub-87,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_23_9284,0.5,6,0.6686440677966101,2360,-0.16864406779661012
ANOVA_L_6_FTD,FTest,Random-50,6,sub-48_sub-64_sub-65_sub-75_sub-85_sub-86,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_41_9284,0.6666666666666666,6,0.769825918762089,2585,-0.10315925209542232
ANOVA_L_6_FTD,FTest,Random-50,6,sub-48_sub-64_sub-65_sub-75_sub-85_sub-86,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_41_0356,1.0,6,0.7048355899419729,2585,0.29516441005802707
ANOVA_L_6_FTD,FTest,Random-50,6,sub-48_sub-64_sub-65_sub-75_sub-85_sub-86,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_41_2689,0.6666666666666666,6,0.7636363636363637,2585,-0.09696969696969704
ANOVA_L_6_FTD,FTest,Random-50,6,sub-42_sub-48_sub-61_sub-70_sub-72_sub-85,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_20_9284,0.8333333333333334,6,0.6770231213872833,2768,0.1563102119460501
ANOVA_L_6_FTD,FTest,Random-50,6,sub-42_sub-48_sub-61_sub-70_sub-72_sub-85,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_20_0356,0.8333333333333334,6,0.6188583815028902,2768,0.21447495183044318
ANOVA_L_6_FTD,FTest,Random-50,6,sub-42_sub-48_sub-61_sub-70_sub-72_sub-85,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_20_2689,0.8333333333333334,6,0.664378612716763,2768,0.16895472061657035
ANOVA_L_6_FTD,FTest,Random-50,6,sub-50_sub-52_sub-62_sub-73_sub-81_sub-84,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_44_0356,0.6666666666666666,6,0.5587401574803149,3175,0.10792650918635172
ANOVA_L_6_FTD,FTest,Random-50,6,sub-50_sub-52_sub-62_sub-73_sub-81_sub-84,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_44_2689,0.6666666666666666,6,0.5521259842519685,3175,0.11454068241469817
ANOVA_L_6_FTD,FTest,Random-50,6,sub-50_sub-52_sub-62_sub-73_sub-81_sub-84,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_44_9284,0.6666666666666666,6,0.5574803149606299,3175,0.10918635170603674
ANOVA_L_6_FTD,FTest,Random-50,6,sub-44_sub-55_sub-65_sub-67_sub-73_sub-75,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_30_9284,0.6666666666666666,6,0.6621149571292474,3149,0.004551709537419235
ANOVA_L_6_FTD,FTest,Random-50,6,sub-44_sub-55_sub-65_sub-67_sub-73_sub-75,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_30_2689,0.6666666666666666,6,0.6338520165131788,3149,0.032814650153487834
ANOVA_L_6_FTD,FTest,Random-50,6,sub-44_sub-55_sub-65_sub-67_sub-73_sub-75,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_30_0356,0.5,6,0.6071768815496983,3149,-0.10717688154969829
ANOVA_L_6_FTD,FTest,Random-50,6,sub-44_sub-45_sub-58_sub-68_sub-76_sub-82,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_27_9284,0.5,6,0.5059681697612732,3016,-0.005968169761273234
ANOVA_L_6_FTD,FTest,Random-50,6,sub-44_sub-45_sub-58_sub-68_sub-76_sub-82,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_27_2689,0.5,6,0.49502652519893897,3016,0.004973474801061029
ANOVA_L_6_FTD,FTest,Random-50,6,sub-44_sub-45_sub-58_sub-68_sub-76_sub-82,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_27_0356,0.5,6,0.4864058355437666,3016,0.013594164456233404
ANOVA_L_6_FTD,FTest,Random-50,6,sub-38_sub-40_sub-57_sub-67_sub-86_sub-87,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_5_2689,0.5,6,0.6830515139598899,2543,-0.18305151395988994
ANOVA_L_6_FTD,FTest,Random-50,6,sub-38_sub-40_sub-57_sub-67_sub-86_sub-87,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_5_0356,0.5,6,0.613841918993315,2543,-0.11384191899331497
ANOVA_L_6_FTD,FTest,Random-50,6,sub-38_sub-40_sub-57_sub-67_sub-86_sub-87,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_5_9284,0.5,6,0.7038930397168698,2543,-0.20389303971686978
ANOVA_L_6_FTD,FTest,Random-50,6,sub-38_sub-61_sub-64_sub-68_sub-81_sub-82,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_7_9284,0.5,6,0.4878444084278768,3085,0.012155591572123203
ANOVA_L_6_FTD,FTest,Random-50,6,sub-38_sub-61_sub-64_sub-68_sub-81_sub-82,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_7_0356,0.5,6,0.4888168557536467,3085,0.011183144246353305
ANOVA_L_6_FTD,FTest,Random-50,6,sub-38_sub-61_sub-64_sub-68_sub-81_sub-82,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_7_2689,0.5,6,0.48849270664505673,3085,0.011507293354943271
ANOVA_L_6_FTD,FTest,Random-50,6,sub-45_sub-53_sub-64_sub-71_sub-81_sub-83,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_33_0356,0.6666666666666666,6,0.5754119138149556,3156,0.09125475285171103
ANOVA_L_6_FTD,FTest,Random-50,6,sub-45_sub-53_sub-64_sub-71_sub-81_sub-83,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_33_2689,0.6666666666666666,6,0.5741444866920152,3156,0.0925221799746514
ANOVA_L_6_FTD,FTest,Random-50,6,sub-45_sub-53_sub-64_sub-71_sub-81_sub-83,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_33_9284,0.6666666666666666,6,0.5760456273764258,3156,0.09062103929024079
ANOVA_L_6_FTD,FTest,Random-50,6,sub-37_sub-58_sub-64_sub-74_sub-82_sub-83,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_3_0356,0.6666666666666666,6,0.6302367941712204,3294,0.03642987249544627
ANOVA_L_6_FTD,FTest,Random-50,6,sub-37_sub-58_sub-64_sub-74_sub-82_sub-83,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_3_2689,0.6666666666666666,6,0.6457194899817851,3294,0.020947176684881552
ANOVA_L_6_FTD,FTest,Random-50,6,sub-37_sub-58_sub-64_sub-74_sub-82_sub-83,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_3_9284,0.6666666666666666,6,0.6548269581056466,3294,0.011839708561020013
ANOVA_L_6_FTD,FTest,Random-50,6,sub-48_sub-50_sub-51_sub-69_sub-72_sub-87,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_39_2689,0.6666666666666666,6,0.624731182795699,2790,0.04193548387096768
ANOVA_L_6_FTD,FTest,Random-50,6,sub-48_sub-50_sub-51_sub-69_sub-72_sub-87,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_39_0356,0.6666666666666666,6,0.5985663082437276,2790,0.06810035842293904
ANOVA_L_6_FTD,FTest,Random-50,6,sub-48_sub-50_sub-51_sub-69_sub-72_sub-87,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_39_9284,0.6666666666666666,6,0.628673835125448,2790,0.037992831541218575
ANOVA_L_6_FTD,FTest,Random-50,6,sub-49_sub-51_sub-56_sub-68_sub-79_sub-85,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_42_2689,0.6666666666666666,6,0.6053759252045189,2567,0.061290741462147746
ANOVA_L_6_FTD,FTest,Random-50,6,sub-49_sub-51_sub-56_sub-68_sub-79_sub-85,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_42_0356,0.6666666666666666,6,0.5960264900662252,2567,0.07064017660044142
ANOVA_L_6_FTD,FTest,Random-50,6,sub-49_sub-51_sub-56_sub-68_sub-79_sub-85,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_42_9284,0.6666666666666666,6,0.6038176860148032,2567,0.0628489806518634
ANOVA_L_6_FTD,FTest,Random-50,6,sub-39_sub-57_sub-59_sub-66_sub-73_sub-84,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_12_0356,0.8333333333333334,6,0.6235254465790361,2967,0.2098078867542973
ANOVA_L_6_FTD,FTest,Random-50,6,sub-39_sub-57_sub-59_sub-66_sub-73_sub-84,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_12_2689,0.8333333333333334,6,0.6498146275699359,2967,0.18351870576339746
ANOVA_L_6_FTD,FTest,Random-50,6,sub-39_sub-57_sub-59_sub-66_sub-73_sub-84,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_12_9284,0.8333333333333334,6,0.6461071789686552,2967,0.18722615436467815
ANOVA_L_6_FTD,FTest,Random-50,6,sub-42_sub-45_sub-51_sub-70_sub-79_sub-80,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_19_2689,0.5,6,0.4863406408094435,2965,0.013659359190556497
ANOVA_L_6_FTD,FTest,Random-50,6,sub-42_sub-45_sub-51_sub-70_sub-79_sub-80,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_19_0356,0.6666666666666666,6,0.4887015177065767,2965,0.17796514896008991
ANOVA_L_6_FTD,FTest,Random-50,6,sub-42_sub-45_sub-51_sub-70_sub-79_sub-80,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_19_9284,0.5,6,0.4927487352445194,2965,0.007251264755480602
ANOVA_L_6_FTD,FTest,Random-50,6,sub-47_sub-52_sub-56_sub-66_sub-82_sub-83,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_38_2689,0.8333333333333334,6,0.679889617109348,2899,0.15344371622398534
ANOVA_L_6_FTD,FTest,Random-50,6,sub-47_sub-52_sub-56_sub-66_sub-82_sub-83,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_38_0356,0.8333333333333334,6,0.6495343221800621,2899,0.18379901115327124
ANOVA_L_6_FTD,FTest,Random-50,6,sub-47_sub-52_sub-56_sub-66_sub-82_sub-83,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_38_9284,0.8333333333333334,6,0.6881683339082442,2899,0.1451649994250892
ANOVA_L_6_FTD,FTest,Random-50,6,sub-45_sub-47_sub-50_sub-66_sub-71_sub-88,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_31_9284,0.5,6,0.49201943095072864,2882,0.007980569049271358
ANOVA_L_6_FTD,FTest,Random-50,6,sub-45_sub-47_sub-50_sub-66_sub-71_sub-88,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_31_2689,0.5,6,0.48022206800832756,2882,0.019777931991672437
ANOVA_L_6_FTD,FTest,Random-50,6,sub-45_sub-47_sub-50_sub-66_sub-71_sub-88,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_31_0356,0.5,6,0.501734906315059,2882,-0.001734906315059015
ANOVA_L_6_FTD,FTest,Random-50,6,sub-44_sub-45_sub-60_sub-66_sub-69_sub-86,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_28_0356,0.8333333333333334,6,0.5981232150142799,2451,0.23521011831905347
ANOVA_L_6_FTD,FTest,Random-50,6,sub-44_sub-45_sub-60_sub-66_sub-69_sub-86,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_28_2689,0.8333333333333334,6,0.6262749898000816,2451,0.2070583435332518
ANOVA_L_6_FTD,FTest,Random-50,6,sub-44_sub-45_sub-60_sub-66_sub-69_sub-86,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_28_9284,0.6666666666666666,6,0.6368829049367605,2451,0.029783761729906155
ANOVA_L_6_FTD,FTest,Random-50,6,sub-45_sub-57_sub-61_sub-69_sub-83_sub-87,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_36_9284,0.6666666666666666,6,0.6260026737967914,2992,0.04066399286987521
ANOVA_L_6_FTD,FTest,Random-50,6,sub-45_sub-57_sub-61_sub-69_sub-83_sub-87,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_36_0356,0.6666666666666666,6,0.608957219251337,2992,0.057709447415329684
ANOVA_L_6_FTD,FTest,Random-50,6,sub-45_sub-57_sub-61_sub-69_sub-83_sub-87,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_36_2689,0.5,6,0.616644385026738,2992,-0.11664438502673802
ANOVA_L_6_FTD,FTest,Random-50,6,sub-38_sub-45_sub-62_sub-69_sub-77_sub-85,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_6_9284,0.8333333333333334,6,0.629336997595328,2911,0.20399633573800535
ANOVA_L_6_FTD,FTest,Random-50,6,sub-38_sub-45_sub-62_sub-69_sub-77_sub-85,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_6_0356,0.8333333333333334,6,0.5912057712126417,2911,0.24212756212069164
ANOVA_L_6_FTD,FTest,Random-50,6,sub-38_sub-45_sub-62_sub-69_sub-77_sub-85,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_6_2689,0.8333333333333334,6,0.6083819993129509,2911,0.22495133402038248
ANOVA_L_6_FTD,FTest,Random-50,6,sub-42_sub-50_sub-51_sub-69_sub-75_sub-76,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_21_9284,0.6666666666666666,6,0.597004765146358,2938,0.0696619015203086
ANOVA_L_6_FTD,FTest,Random-50,6,sub-42_sub-50_sub-51_sub-69_sub-75_sub-76,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_21_0356,0.6666666666666666,6,0.5690946221919673,2938,0.09757204447469936
ANOVA_L_6_FTD,FTest,Random-50,6,sub-42_sub-50_sub-51_sub-69_sub-75_sub-76,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_21_2689,0.6666666666666666,6,0.5813478556841388,2938,0.0853188109825278
ANOVA_L_6_FTD,FTest,Random-50,6,sub-45_sub-58_sub-59_sub-71_sub-72_sub-77,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_37_9284,0.6666666666666666,6,0.5399305555555556,2880,0.12673611111111105
ANOVA_L_6_FTD,FTest,Random-50,6,sub-45_sub-58_sub-59_sub-71_sub-72_sub-77,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_37_0356,0.6666666666666666,6,0.5163194444444444,2880,0.1503472222222222
ANOVA_L_6_FTD,FTest,Random-50,6,sub-45_sub-58_sub-59_sub-71_sub-72_sub-77,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_37_2689,0.6666666666666666,6,0.5298611111111111,2880,0.1368055555555555
ANOVA_L_6_FTD,FTest,Random-50,6,sub-62_sub-63_sub-65_sub-66_sub-69_sub-77,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_49_0356,0.8333333333333334,6,0.5695006747638327,2964,0.26383265856950067
ANOVA_L_6_FTD,FTest,Random-50,6,sub-62_sub-63_sub-65_sub-66_sub-69_sub-77,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_49_2689,0.6666666666666666,6,0.6217948717948718,2964,0.04487179487179482
ANOVA_L_6_FTD,FTest,Random-50,6,sub-62_sub-63_sub-65_sub-66_sub-69_sub-77,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_49_9284,0.8333333333333334,6,0.6460863697705803,2964,0.18724696356275305
ANOVA_L_6_FTD,FTest,Random-50,6,sub-39_sub-45_sub-49_sub-67_sub-73_sub-76,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_10_9284,0.5,6,0.5384615384615384,3094,-0.038461538461538436
ANOVA_L_6_FTD,FTest,Random-50,6,sub-39_sub-45_sub-49_sub-67_sub-73_sub-76,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_10_2689,0.5,6,0.5458952811893988,3094,-0.045895281189398784
ANOVA_L_6_FTD,FTest,Random-50,6,sub-39_sub-45_sub-49_sub-67_sub-73_sub-76,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_10_0356,0.5,6,0.5378151260504201,3094,-0.037815126050420145
ANOVA_L_6_FTD,FTest,Random-50,6,sub-40_sub-44_sub-51_sub-77_sub-80_sub-82,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_13_0356,0.5,6,0.46879949318973707,3157,0.03120050681026293
ANOVA_L_6_FTD,FTest,Random-50,6,sub-40_sub-44_sub-51_sub-77_sub-80_sub-82,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_13_2689,0.5,6,0.45454545454545453,3157,0.04545454545454547
ANOVA_L_6_FTD,FTest,Random-50,6,sub-40_sub-44_sub-51_sub-77_sub-80_sub-82,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_13_9284,0.5,6,0.45359518530250237,3157,0.04640481469749763
ANOVA_L_6_FTD,FTest,Random-50,6,sub-41_sub-58_sub-61_sub-68_sub-81_sub-83,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_17_9284,0.6666666666666666,6,0.6280623608017817,3143,0.03860430586488495
