experiment,experiment_type,feature_set,holdout_size_P,model,fold_id,task_id,hyperparams,test_accuracy,train_accuracy
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-38_sub-64_sub-65_sub-67_sub-68_sub-73,task_KNN_8_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.6665578053559765,0.9032823524256103
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-38_sub-64_sub-65_sub-67_sub-68_sub-73,task_KNN_8_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6463096015676029,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-38_sub-64_sub-65_sub-67_sub-68_sub-73,task_KNN_8_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.6642717178314826,0.8776019983347211
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-44_sub-47_sub-58_sub-83_sub-86_sub-88,task_KNN_29_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6641684511063526,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-44_sub-47_sub-58_sub-83_sub-86_sub-88,task_KNN_29_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.7027123483226267,0.9056718228692751
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-44_sub-47_sub-58_sub-83_sub-86_sub-88,task_KNN_29_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.7098501070663812,0.8785475973829022
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-43_sub-44_sub-54_sub-69_sub-76_sub-78,task_KNN_25_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5160377358490567,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-43_sub-44_sub-54_sub-69_sub-76_sub-78,task_KNN_25_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5371069182389937,0.9136601911810053
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-43_sub-44_sub-54_sub-69_sub-76_sub-78,task_KNN_25_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5465408805031446,0.8893881326813797
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-42_sub-53_sub-61_sub-66_sub-74_sub-82,task_KNN_22_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5883495145631068,0.9030757755254267
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-42_sub-53_sub-61_sub-66_sub-74_sub-82,task_KNN_22_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.584789644012945,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-42_sub-53_sub-61_sub-66_sub-74_sub-82,task_KNN_22_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5838187702265372,0.8776710104865956
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-54_sub-57_sub-59_sub-72_sub-83_sub-88,task_KNN_46_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.6881924659702437,0.8862336061966376
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-54_sub-57_sub-59_sub-72_sub-83_sub-88,task_KNN_46_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.6875593542260209,0.9107032831616935
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-54_sub-57_sub-59_sub-72_sub-83_sub-88,task_KNN_46_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6467236467236467,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-49_sub-57_sub-58_sub-72_sub-75_sub-88,task_KNN_43_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.6203548711081353,0.9118546344020267
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-49_sub-57_sub-58_sub-72_sub-75_sub-88,task_KNN_43_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6076330766655507,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-49_sub-57_sub-58_sub-72_sub-75_sub-88,task_KNN_43_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.6200200870438567,0.8869572813837687
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-41_sub-60_sub-65_sub-72_sub-81_sub-83,task_KNN_18_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.6645041705282669,0.8813813813813813
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-41_sub-60_sub-65_sub-72_sub-81_sub-83,task_KNN_18_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6397899289465554,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-41_sub-60_sub-65_sub-72_sub-81_sub-83,task_KNN_18_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.6607970342910102,0.8533386327503975
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-58_sub-60_sub-65_sub-69_sub-70_sub-73,task_KNN_48_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5421309192200557,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-58_sub-60_sub-65_sub-69_sub-70_sub-73,task_KNN_48_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5588440111420613,0.9238993437350602
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-58_sub-60_sub-65_sub-69_sub-70_sub-73,task_KNN_48_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5623259052924791,0.9020817940805772
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-42_sub-56_sub-57_sub-68_sub-86_sub-87,task_KNN_23_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.663135593220339,0.9047659538284937
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-42_sub-56_sub-57_sub-68_sub-86_sub-87,task_KNN_23_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6457627118644068,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-42_sub-56_sub-57_sub-68_sub-86_sub-87,task_KNN_23_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.6686440677966101,0.880829896688066
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-48_sub-64_sub-65_sub-75_sub-85_sub-86,task_KNN_41_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.769825918762089,0.8844007554945055
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-48_sub-64_sub-65_sub-75_sub-85_sub-86,task_KNN_41_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.7048355899419729,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-48_sub-64_sub-65_sub-75_sub-85_sub-86,task_KNN_41_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.7636363636363637,0.9082245879120879
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-42_sub-48_sub-61_sub-70_sub-72_sub-85,task_KNN_20_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.6770231213872833,0.874183360013845
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-42_sub-48_sub-61_sub-70_sub-72_sub-85,task_KNN_20_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6188583815028902,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-42_sub-48_sub-61_sub-70_sub-72_sub-85,task_KNN_20_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.664378612716763,0.9028252498593865
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-50_sub-52_sub-62_sub-73_sub-81_sub-84,task_KNN_44_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5587401574803149,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-50_sub-52_sub-62_sub-73_sub-81_sub-84,task_KNN_44_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5521259842519685,0.8957984673654541
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-50_sub-52_sub-62_sub-73_sub-81_sub-84,task_KNN_44_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5574803149606299,0.8687131154760857
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-44_sub-55_sub-65_sub-67_sub-73_sub-75,task_KNN_30_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.6621149571292474,0.8669276790427591
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-44_sub-55_sub-65_sub-67_sub-73_sub-75,task_KNN_30_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.6338520165131788,0.8917825092380784
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-44_sub-55_sub-65_sub-67_sub-73_sub-75,task_KNN_30_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6071768815496983,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-44_sub-45_sub-58_sub-68_sub-76_sub-82,task_KNN_27_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5059681697612732,0.8697135359720096
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-44_sub-45_sub-58_sub-68_sub-76_sub-82,task_KNN_27_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.49502652519893897,0.9005029521102121
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-44_sub-45_sub-58_sub-68_sub-76_sub-82,task_KNN_27_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.4864058355437666,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-38_sub-40_sub-57_sub-67_sub-86_sub-87,task_KNN_5_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.6830515139598899,0.8952780872396949
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-38_sub-40_sub-57_sub-67_sub-86_sub-87,task_KNN_5_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.613841918993315,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-38_sub-40_sub-57_sub-67_sub-86_sub-87,task_KNN_5_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.7038930397168698,0.868454880452481
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-38_sub-61_sub-64_sub-68_sub-81_sub-82,task_KNN_7_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.4878444084278768,0.872258290928233
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-38_sub-61_sub-64_sub-68_sub-81_sub-82,task_KNN_7_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.4888168557536467,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-38_sub-61_sub-64_sub-68_sub-81_sub-82,task_KNN_7_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.48849270664505673,0.900991402000351
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-45_sub-53_sub-64_sub-71_sub-81_sub-83,task_KNN_33_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5754119138149556,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-45_sub-53_sub-64_sub-71_sub-81_sub-83,task_KNN_33_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5741444866920152,0.903014301430143
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-45_sub-53_sub-64_sub-71_sub-81_sub-83,task_KNN_33_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5760456273764258,0.8725632563256326
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-37_sub-58_sub-64_sub-74_sub-82_sub-83,task_KNN_3_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6302367941712204,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-37_sub-58_sub-64_sub-74_sub-82_sub-83,task_KNN_3_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.6457194899817851,0.9006065435870191
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-37_sub-58_sub-64_sub-74_sub-82_sub-83,task_KNN_3_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.6548269581056466,0.8724044804533582
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-48_sub-50_sub-51_sub-69_sub-72_sub-87,task_KNN_39_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.624731182795699,0.9213113334199472
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-48_sub-50_sub-51_sub-69_sub-72_sub-87,task_KNN_39_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5985663082437276,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-48_sub-50_sub-51_sub-69_sub-72_sub-87,task_KNN_39_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.628673835125448,0.8939846693516955
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-49_sub-51_sub-56_sub-68_sub-79_sub-85,task_KNN_42_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.6053759252045189,0.8925967229990563
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-49_sub-51_sub-56_sub-68_sub-79_sub-85,task_KNN_42_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5960264900662252,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-49_sub-51_sub-56_sub-68_sub-79_sub-85,task_KNN_42_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.6038176860148032,0.8674187183666466
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-39_sub-57_sub-59_sub-66_sub-73_sub-84,task_KNN_12_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6235254465790361,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-39_sub-57_sub-59_sub-66_sub-73_sub-84,task_KNN_12_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.6498146275699359,0.9118006458933403
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-39_sub-57_sub-59_sub-66_sub-73_sub-84,task_KNN_12_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.6461071789686552,0.8898926420528934
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-42_sub-45_sub-51_sub-70_sub-79_sub-80,task_KNN_19_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.4863406408094435,0.8862803281550009
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-42_sub-45_sub-51_sub-70_sub-79_sub-80,task_KNN_19_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.4887015177065767,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-42_sub-45_sub-51_sub-70_sub-79_sub-80,task_KNN_19_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.4927487352445194,0.8581340548088672
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-47_sub-52_sub-56_sub-66_sub-82_sub-83,task_KNN_38_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.679889617109348,0.8973109389957358
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-47_sub-52_sub-56_sub-66_sub-82_sub-83,task_KNN_38_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6495343221800621,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-47_sub-52_sub-56_sub-66_sub-82_sub-83,task_KNN_38_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.6881683339082442,0.8690714472195631
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-45_sub-47_sub-50_sub-66_sub-71_sub-88,task_KNN_31_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.49201943095072864,0.8909952606635071
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-45_sub-47_sub-50_sub-66_sub-71_sub-88,task_KNN_31_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.48022206800832756,0.9156919866081134
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-45_sub-47_sub-50_sub-66_sub-71_sub-88,task_KNN_31_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.501734906315059,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-44_sub-45_sub-60_sub-66_sub-69_sub-86,task_KNN_28_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5981232150142799,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-44_sub-45_sub-60_sub-66_sub-69_sub-86,task_KNN_28_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.6262749898000816,0.9119504908237303
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-44_sub-45_sub-60_sub-66_sub-69_sub-86,task_KNN_28_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.6368829049367605,0.888262910798122
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-45_sub-57_sub-61_sub-69_sub-83_sub-87,task_KNN_36_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.6260026737967914,0.8759666215212547
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-45_sub-57_sub-61_sub-69_sub-83_sub-87,task_KNN_36_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.608957219251337,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-45_sub-57_sub-61_sub-69_sub-83_sub-87,task_KNN_36_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.616644385026738,0.9034470706452882
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-38_sub-45_sub-62_sub-69_sub-77_sub-85,task_KNN_6_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.629336997595328,0.8866782760121898
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-38_sub-45_sub-62_sub-69_sub-77_sub-85,task_KNN_6_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5912057712126417,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-38_sub-45_sub-62_sub-69_sub-77_sub-85,task_KNN_6_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.6083819993129509,0.9139312146277754
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-42_sub-50_sub-51_sub-69_sub-75_sub-76,task_KNN_21_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.597004765146358,0.8897267140304232
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-42_sub-50_sub-51_sub-69_sub-75_sub-76,task_KNN_21_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5690946221919673,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-42_sub-50_sub-51_sub-69_sub-75_sub-76,task_KNN_21_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5813478556841388,0.9157913088959595
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-45_sub-58_sub-59_sub-71_sub-72_sub-77,task_KNN_37_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5399305555555556,0.8928742228598756
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-45_sub-58_sub-59_sub-71_sub-72_sub-77,task_KNN_37_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5163194444444444,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-45_sub-58_sub-59_sub-71_sub-72_sub-77,task_KNN_37_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5298611111111111,0.9166992739446111
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-62_sub-63_sub-65_sub-66_sub-69_sub-77,task_KNN_49_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5695006747638327,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-62_sub-63_sub-65_sub-66_sub-69_sub-77,task_KNN_49_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.6217948717948718,0.9197538944888074
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-62_sub-63_sub-65_sub-66_sub-69_sub-77,task_KNN_49_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.6460863697705803,0.8969324082558799
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-39_sub-45_sub-49_sub-67_sub-73_sub-76,task_KNN_10_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5384615384615384,0.8516259270636767
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-39_sub-45_sub-49_sub-67_sub-73_sub-76,task_KNN_10_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5458952811893988,0.8807653486637118
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-39_sub-45_sub-49_sub-67_sub-73_sub-76,task_KNN_10_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5378151260504201,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-40_sub-44_sub-51_sub-77_sub-80_sub-82,task_KNN_13_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.46879949318973707,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-40_sub-44_sub-51_sub-77_sub-80_sub-82,task_KNN_13_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.45454545454545453,0.8929765886287625
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-40_sub-44_sub-51_sub-77_sub-80_sub-82,task_KNN_13_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.45359518530250237,0.8620841401161767
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-41_sub-58_sub-61_sub-68_sub-81_sub-83,task_KNN_17_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.6280623608017817,0.8545606473744393
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-41_sub-58_sub-61_sub-68_sub-81_sub-83,task_KNN_17_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6067451479478205,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-41_sub-58_sub-61_sub-68_sub-81_sub-83,task_KNN_17_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.6207445116131085,0.8809481924531621
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-37_sub-53_sub-56_sub-68_sub-72_sub-73,task_KNN_1_9284,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5820200573065902,0.8797262765819222
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-37_sub-53_sub-56_sub-68_sub-72_sub-73,task_KNN_1_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5834527220630372,0.9086578024167352
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-37_sub-53_sub-56_sub-68_sub-72_sub-73,task_KNN_1_0356,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5798710601719198,1.0
ANOVA_L_6_FTD,LPSO_Random_50,ANOVA,6,KNN,sub-41_sub-44_sub-48_sub-78_sub-79_sub-84,task_KNN_15_2689,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5783206106870229,0.8896310713969743
