experiment,feature_set,P,condition,fold_id,model,hyperparams,task_id,subject_acc,n_subjects_fold,epoch_acc,n_epochs_fold,subject_minus_epoch
ANOVA_L_2_EC,ANOVA,2,EC,sub-7_sub-51,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_42_6197,0.5,2,0.6527777777777778,432,-0.1527777777777778
ANOVA_L_2_EC,ANOVA,2,EC,sub-2_sub-46,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_28_2145,1.0,2,0.8488664987405542,397,0.1511335012594458
ANOVA_L_2_EC,ANOVA,2,EC,sub-2_sub-46,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_28_4321,1.0,2,0.9193954659949622,397,0.08060453400503775
ANOVA_L_2_EC,ANOVA,2,EC,sub-2_sub-46,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_28_9584,1.0,2,0.9269521410579346,397,0.07304785894206545
ANOVA_L_2_EC,ANOVA,2,EC,sub-16_sub-38,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_9_6160,0.5,2,0.4846938775510204,392,0.015306122448979609
ANOVA_L_2_EC,ANOVA,2,EC,sub-16_sub-38,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_9_2145,0.5,2,0.5127551020408163,392,-0.012755102040816313
ANOVA_L_2_EC,ANOVA,2,EC,sub-16_sub-38,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_9_9584,0.5,2,0.4872448979591837,392,0.012755102040816313
ANOVA_L_2_EC,ANOVA,2,EC,sub-20_sub-30,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_12_2145,1.0,2,0.8093922651933702,362,0.19060773480662985
ANOVA_L_2_EC,ANOVA,2,EC,sub-20_sub-30,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_12_4321,1.0,2,0.8674033149171271,362,0.13259668508287292
ANOVA_L_2_EC,ANOVA,2,EC,sub-20_sub-30,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_12_9584,1.0,2,0.8425414364640884,362,0.1574585635359116
ANOVA_L_2_EC,ANOVA,2,EC,sub-7_sub-43,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_41_6197,0.5,2,0.6532066508313539,421,-0.15320665083135387
ANOVA_L_2_EC,ANOVA,2,EC,sub-7_sub-43,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_41_6776,1.0,2,0.6247030878859857,421,0.3752969121140143
ANOVA_L_2_EC,ANOVA,2,EC,sub-7_sub-43,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_41_4321,1.0,2,0.6579572446555819,421,0.3420427553444181
ANOVA_L_2_EC,ANOVA,2,EC,sub-21_sub-32,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_14_4321,1.0,2,0.9683544303797469,316,0.03164556962025311
ANOVA_L_2_EC,ANOVA,2,EC,sub-21_sub-32,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_14_6776,1.0,2,0.9113924050632911,316,0.08860759493670889
ANOVA_L_2_EC,ANOVA,2,EC,sub-21_sub-32,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_14_9584,1.0,2,0.9841772151898734,316,0.015822784810126556
ANOVA_L_2_EC,ANOVA,2,EC,sub-15_sub-50,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_8_4321,1.0,2,0.9923857868020305,394,0.0076142131979695105
ANOVA_L_2_EC,ANOVA,2,EC,sub-15_sub-50,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_8_6776,1.0,2,0.949238578680203,394,0.050761421319796995
ANOVA_L_2_EC,ANOVA,2,EC,sub-15_sub-50,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_8_6197,1.0,2,0.9873096446700508,394,0.012690355329949221
ANOVA_L_2_EC,ANOVA,2,EC,sub-1_sub-58,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_11_9584,0.5,2,0.5910364145658263,357,-0.09103641456582634
ANOVA_L_2_EC,ANOVA,2,EC,sub-1_sub-58,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_11_6160,0.5,2,0.5882352941176471,357,-0.08823529411764708
ANOVA_L_2_EC,ANOVA,2,EC,sub-1_sub-58,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_11_6776,0.5,2,0.5406162464985994,357,-0.040616246498599407
ANOVA_L_2_EC,ANOVA,2,EC,sub-23_sub-59,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_17_9584,1.0,2,0.9875,400,0.012499999999999956
ANOVA_L_2_EC,ANOVA,2,EC,sub-23_sub-59,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_17_2145,1.0,2,0.9625,400,0.03749999999999998
ANOVA_L_2_EC,ANOVA,2,EC,sub-23_sub-59,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_17_6160,1.0,2,0.9875,400,0.012499999999999956
ANOVA_L_2_EC,ANOVA,2,EC,sub-9_sub-45,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_46_9584,1.0,2,0.9189873417721519,395,0.08101265822784809
ANOVA_L_2_EC,ANOVA,2,EC,sub-9_sub-45,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_46_6160,1.0,2,0.9265822784810127,395,0.07341772151898729
ANOVA_L_2_EC,ANOVA,2,EC,sub-9_sub-45,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_46_6776,1.0,2,0.8835443037974684,395,0.1164556962025316
ANOVA_L_2_EC,ANOVA,2,EC,sub-9_sub-52,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_48_2145,1.0,2,0.9974874371859297,398,0.002512562814070307
ANOVA_L_2_EC,ANOVA,2,EC,sub-9_sub-52,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_48_6160,1.0,2,1.0,398,0.0
ANOVA_L_2_EC,ANOVA,2,EC,sub-9_sub-52,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_48_9584,1.0,2,1.0,398,0.0
ANOVA_L_2_EC,ANOVA,2,EC,sub-4_sub-50,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_35_6160,1.0,2,0.9949109414758269,393,0.0050890585241730735
ANOVA_L_2_EC,ANOVA,2,EC,sub-4_sub-50,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_35_6776,1.0,2,0.9465648854961832,393,0.05343511450381677
ANOVA_L_2_EC,ANOVA,2,EC,sub-4_sub-50,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_35_9584,1.0,2,0.9872773536895675,393,0.012722646310432517
ANOVA_L_2_EC,ANOVA,2,EC,sub-27_sub-38,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_26_9584,1.0,2,0.8740554156171285,397,0.12594458438287148
ANOVA_L_2_EC,ANOVA,2,EC,sub-27_sub-38,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_26_4321,1.0,2,0.8589420654911839,397,0.1410579345088161
ANOVA_L_2_EC,ANOVA,2,EC,sub-27_sub-38,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_26_6776,1.0,2,0.8413098236775819,397,0.1586901763224181
ANOVA_L_2_EC,ANOVA,2,EC,sub-5_sub-39,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_40_9584,0.5,2,0.5904522613065326,398,-0.09045226130653261
ANOVA_L_2_EC,ANOVA,2,EC,sub-5_sub-39,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_40_2145,0.5,2,0.6231155778894473,398,-0.12311557788944727
ANOVA_L_2_EC,ANOVA,2,EC,sub-5_sub-39,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_40_6160,0.5,2,0.5904522613065326,398,-0.09045226130653261
ANOVA_L_2_EC,ANOVA,2,EC,sub-27_sub-37,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_25_2145,1.0,2,0.9065656565656566,396,0.09343434343434343
ANOVA_L_2_EC,ANOVA,2,EC,sub-27_sub-37,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_25_6160,1.0,2,0.9191919191919192,396,0.08080808080808077
ANOVA_L_2_EC,ANOVA,2,EC,sub-27_sub-37,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_25_9584,1.0,2,0.9166666666666666,396,0.08333333333333337
ANOVA_L_2_EC,ANOVA,2,EC,sub-10_sub-50,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_0_6197,1.0,2,0.9325842696629213,445,0.0674157303370787
ANOVA_L_2_EC,ANOVA,2,EC,sub-10_sub-50,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_0_4321,1.0,2,0.9280898876404494,445,0.07191011235955058
ANOVA_L_2_EC,ANOVA,2,EC,sub-10_sub-50,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_0_6776,1.0,2,0.8674157303370786,445,0.13258426966292136
ANOVA_L_2_EC,ANOVA,2,EC,sub-4_sub-60,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_38_4321,1.0,2,0.910941475826972,393,0.08905852417302795
ANOVA_L_2_EC,ANOVA,2,EC,sub-4_sub-60,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_38_6776,1.0,2,0.8702290076335878,393,0.1297709923664122
ANOVA_L_2_EC,ANOVA,2,EC,sub-4_sub-60,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_38_9584,1.0,2,0.905852417302799,393,0.09414758269720103
ANOVA_L_2_EC,ANOVA,2,EC,sub-9_sub-54,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_49_6776,1.0,2,0.9238578680203046,394,0.07614213197969544
ANOVA_L_2_EC,ANOVA,2,EC,sub-9_sub-54,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_49_4321,1.0,2,0.9543147208121827,394,0.045685279187817285
ANOVA_L_2_EC,ANOVA,2,EC,sub-9_sub-54,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_49_6197,1.0,2,0.9670050761421319,394,0.032994923857868064
ANOVA_L_2_EC,ANOVA,2,EC,sub-4_sub-56,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_37_6197,1.0,2,0.8661417322834646,381,0.13385826771653542
ANOVA_L_2_EC,ANOVA,2,EC,sub-4_sub-56,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_37_6776,1.0,2,0.821522309711286,381,0.17847769028871396
ANOVA_L_2_EC,ANOVA,2,EC,sub-4_sub-56,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_37_6160,1.0,2,0.8346456692913385,381,0.16535433070866146
ANOVA_L_2_EC,ANOVA,2,EC,sub-8_sub-60,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_45_2145,1.0,2,0.8712121212121212,396,0.12878787878787878
ANOVA_L_2_EC,ANOVA,2,EC,sub-8_sub-60,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_45_4321,1.0,2,0.9040404040404041,396,0.09595959595959591
ANOVA_L_2_EC,ANOVA,2,EC,sub-8_sub-60,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_45_9584,1.0,2,0.9090909090909091,396,0.09090909090909094
ANOVA_L_2_EC,ANOVA,2,EC,sub-23_sub-47,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_16_6197,1.0,2,0.871859296482412,398,0.128140703517588
ANOVA_L_2_EC,ANOVA,2,EC,sub-23_sub-47,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_16_6776,1.0,2,0.8743718592964824,398,0.12562814070351758
ANOVA_L_2_EC,ANOVA,2,EC,sub-23_sub-47,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_16_4321,1.0,2,0.8819095477386935,398,0.11809045226130654
ANOVA_L_2_EC,ANOVA,2,EC,sub-5_sub-38,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_39_6160,0.5,2,0.5964912280701754,399,-0.0964912280701754
ANOVA_L_2_EC,ANOVA,2,EC,sub-5_sub-38,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_39_2145,0.5,2,0.6416040100250626,399,-0.14160401002506262
ANOVA_L_2_EC,ANOVA,2,EC,sub-5_sub-38,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_39_6197,0.5,2,0.5864661654135338,399,-0.0864661654135338
ANOVA_L_2_EC,ANOVA,2,EC,sub-13_sub-52,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_4_4321,1.0,2,0.9924433249370277,397,0.007556675062972307
ANOVA_L_2_EC,ANOVA,2,EC,sub-13_sub-52,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_4_2145,1.0,2,0.9874055415617129,397,0.012594458438287104
ANOVA_L_2_EC,ANOVA,2,EC,sub-13_sub-52,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_4_9584,1.0,2,0.9974811083123426,397,0.0025188916876573986
ANOVA_L_2_EC,ANOVA,2,EC,sub-25_sub-37,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_21_6197,0.5,2,0.5314861460957179,397,-0.03148614609571787
ANOVA_L_2_EC,ANOVA,2,EC,sub-25_sub-37,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_21_6776,0.5,2,0.5919395465994962,397,-0.09193954659949621
ANOVA_L_2_EC,ANOVA,2,EC,sub-25_sub-37,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_21_6160,0.5,2,0.5365239294710328,397,-0.03652392947103278
ANOVA_L_2_EC,ANOVA,2,EC,sub-3_sub-41,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_31_6197,1.0,2,0.6272040302267002,397,0.37279596977329976
ANOVA_L_2_EC,ANOVA,2,EC,sub-3_sub-41,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_31_6160,1.0,2,0.6272040302267002,397,0.37279596977329976
ANOVA_L_2_EC,ANOVA,2,EC,sub-3_sub-41,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_31_2145,1.0,2,0.5969773299748111,397,0.4030226700251889
ANOVA_L_2_EC,ANOVA,2,EC,sub-28_sub-57,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_27_6197,1.0,2,0.9722921914357683,397,0.027707808564231717
ANOVA_L_2_EC,ANOVA,2,EC,sub-28_sub-57,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_27_6160,1.0,2,0.9672544080604534,397,0.032745591939546626
ANOVA_L_2_EC,ANOVA,2,EC,sub-28_sub-57,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_27_2145,1.0,2,0.9521410579345088,397,0.04785894206549124
ANOVA_L_2_EC,ANOVA,2,EC,sub-25_sub-36,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_20_9584,0.5,2,0.5340050377833753,397,-0.03400503778337527
ANOVA_L_2_EC,ANOVA,2,EC,sub-25_sub-36,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_20_2145,0.5,2,0.5717884130982368,397,-0.0717884130982368
ANOVA_L_2_EC,ANOVA,2,EC,sub-25_sub-36,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_20_4321,0.5,2,0.5340050377833753,397,-0.03400503778337527
ANOVA_L_2_EC,ANOVA,2,EC,sub-25_sub-53,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_22_4321,0.5,2,0.5341772151898734,395,-0.03417721518987338
ANOVA_L_2_EC,ANOVA,2,EC,sub-25_sub-53,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_22_2145,0.5,2,0.5316455696202531,395,-0.03164556962025311
ANOVA_L_2_EC,ANOVA,2,EC,sub-25_sub-53,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_22_6197,0.5,2,0.5189873417721519,395,-0.01898734177215189
ANOVA_L_2_EC,ANOVA,2,EC,sub-13_sub-36,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_3_2145,1.0,2,0.9444444444444444,396,0.05555555555555558
ANOVA_L_2_EC,ANOVA,2,EC,sub-13_sub-36,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_3_6160,1.0,2,0.9696969696969697,396,0.030303030303030276
ANOVA_L_2_EC,ANOVA,2,EC,sub-13_sub-36,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_3_6197,1.0,2,0.9797979797979798,396,0.02020202020202022
ANOVA_L_2_EC,ANOVA,2,EC,sub-20_sub-61,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_13_6776,1.0,2,0.8775,400,0.12250000000000005
ANOVA_L_2_EC,ANOVA,2,EC,sub-20_sub-61,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_13_6160,1.0,2,0.91,400,0.08999999999999997
ANOVA_L_2_EC,ANOVA,2,EC,sub-20_sub-61,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_13_6197,1.0,2,0.9,400,0.09999999999999998
ANOVA_L_2_EC,ANOVA,2,EC,sub-2_sub-58,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_29_6776,1.0,2,0.7569832402234636,358,0.24301675977653636
ANOVA_L_2_EC,ANOVA,2,EC,sub-2_sub-58,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_29_6160,1.0,2,0.8631284916201117,358,0.13687150837988826
ANOVA_L_2_EC,ANOVA,2,EC,sub-2_sub-58,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_29_6197,1.0,2,0.8715083798882681,358,0.12849162011173187
ANOVA_L_2_EC,ANOVA,2,EC,sub-3_sub-30,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_30_9584,1.0,2,0.7486033519553073,358,0.25139664804469275
ANOVA_L_2_EC,ANOVA,2,EC,sub-3_sub-30,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_30_4321,1.0,2,0.7346368715083799,358,0.26536312849162014
ANOVA_L_2_EC,ANOVA,2,EC,sub-3_sub-30,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_30_6776,1.0,2,0.7150837988826816,358,0.2849162011173184
ANOVA_L_2_EC,ANOVA,2,EC,sub-16_sub-56,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_10_6197,0.5,2,0.3740053050397878,377,0.1259946949602122
ANOVA_L_2_EC,ANOVA,2,EC,sub-16_sub-56,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_10_4321,0.5,2,0.35809018567639256,377,0.14190981432360744
ANOVA_L_2_EC,ANOVA,2,EC,sub-16_sub-56,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_10_2145,0.5,2,0.3978779840848806,377,0.10212201591511938
ANOVA_L_2_EC,ANOVA,2,EC,sub-3_sub-55,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_33_2145,0.5,2,0.314070351758794,398,0.185929648241206
ANOVA_L_2_EC,ANOVA,2,EC,sub-3_sub-55,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_33_6160,0.5,2,0.30904522613065327,398,0.19095477386934673
ANOVA_L_2_EC,ANOVA,2,EC,sub-3_sub-55,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_33_9584,0.5,2,0.30402010050251255,398,0.19597989949748745
ANOVA_L_2_EC,ANOVA,2,EC,sub-11_sub-46,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_1_9584,0.5,2,0.5732323232323232,396,-0.0732323232323232
ANOVA_L_2_EC,ANOVA,2,EC,sub-11_sub-46,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_1_6160,0.5,2,0.5782828282828283,396,-0.07828282828282829
ANOVA_L_2_EC,ANOVA,2,EC,sub-11_sub-46,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_1_2145,0.5,2,0.6237373737373737,396,-0.1237373737373737
ANOVA_L_2_EC,ANOVA,2,EC,sub-4_sub-42,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_34_4321,1.0,2,0.9848101265822785,395,0.015189873417721489
ANOVA_L_2_EC,ANOVA,2,EC,sub-4_sub-42,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_34_2145,1.0,2,0.959493670886076,395,0.040506329113924044
ANOVA_L_2_EC,ANOVA,2,EC,sub-4_sub-42,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_34_6197,1.0,2,0.9822784810126582,395,0.017721518987341756
ANOVA_L_2_EC,ANOVA,2,EC,sub-14_sub-32,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_7_9584,1.0,2,0.9810725552050473,317,0.018927444794952675
ANOVA_L_2_EC,ANOVA,2,EC,sub-14_sub-32,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_7_6776,1.0,2,0.8832807570977917,317,0.11671924290220825
ANOVA_L_2_EC,ANOVA,2,EC,sub-14_sub-32,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_7_6160,1.0,2,0.9652996845425867,317,0.034700315457413256
ANOVA_L_2_EC,ANOVA,2,EC,sub-22_sub-49,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_15_3605,0.5,2,0.6,395,-0.09999999999999998
ANOVA_L_2_EC,ANOVA,2,EC,sub-22_sub-49,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_15_0555,0.5,2,0.610126582278481,395,-0.11012658227848104
ANOVA_L_2_EC,ANOVA,2,EC,sub-22_sub-49,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_15_1642,0.5,2,0.6278481012658228,395,-0.1278481012658228
ANOVA_L_2_EC,ANOVA,2,EC,sub-9_sub-51,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_47_1642,0.5,2,0.640506329113924,395,-0.14050632911392402
ANOVA_L_2_EC,ANOVA,2,EC,sub-9_sub-51,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_47_0955,0.5,2,0.6278481012658228,395,-0.1278481012658228
ANOVA_L_2_EC,ANOVA,2,EC,sub-9_sub-51,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_47_6509,0.5,2,0.6278481012658228,395,-0.1278481012658228
ANOVA_L_2_EC,ANOVA,2,EC,sub-4_sub-53,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_36_6509,1.0,2,0.8524173027989822,393,0.1475826972010178
ANOVA_L_2_EC,ANOVA,2,EC,sub-4_sub-53,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_36_9862,1.0,2,0.7735368956743003,393,0.22646310432569972
