experiment,feature_set,P,condition,fold_id,model,hyperparams,task_id,subject_acc,n_subjects_fold,epoch_acc,n_epochs_fold,subject_minus_epoch
ANOVA_L_6_EC,ANOVA,6,EC,sub-4_sub-10_sub-23_sub-36_sub-49_sub-57,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_20_2391,1.0,6,0.9652665589660743,1238,0.03473344103392573
ANOVA_L_6_EC,ANOVA,6,EC,sub-20_sub-23_sub-25_sub-30_sub-37_sub-50,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_7_6222,0.8333333333333334,6,0.8311688311688312,1155,0.0021645021645021467
ANOVA_L_6_EC,ANOVA,6,EC,sub-20_sub-23_sub-25_sub-30_sub-37_sub-50,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_7_0408,0.8333333333333334,6,0.8372294372294372,1155,-0.003896103896103842
ANOVA_L_6_EC,ANOVA,6,EC,sub-20_sub-23_sub-25_sub-30_sub-37_sub-50,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_7_2391,0.8333333333333334,6,0.8268398268398268,1155,0.006493506493506551
ANOVA_L_6_EC,ANOVA,6,EC,sub-3_sub-4_sub-14_sub-47_sub-50_sub-56,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_17_6222,1.0,6,0.9182282793867121,1174,0.08177172061328786
ANOVA_L_6_EC,ANOVA,6,EC,sub-3_sub-4_sub-14_sub-47_sub-50_sub-56,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_17_0408,1.0,6,0.9156729131175468,1174,0.08432708688245316
ANOVA_L_6_EC,ANOVA,6,EC,sub-3_sub-4_sub-14_sub-47_sub-50_sub-56,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_17_2391,1.0,6,0.91396933560477,1174,0.08603066439523
ANOVA_L_6_EC,ANOVA,6,EC,sub-6_sub-9_sub-20_sub-35_sub-48_sub-54,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_33_2391,0.6666666666666666,6,0.7204757858963466,1177,-0.053809119229680014
ANOVA_L_6_EC,ANOVA,6,EC,sub-6_sub-9_sub-20_sub-35_sub-48_sub-54,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_33_6222,0.6666666666666666,6,0.7162276975361087,1177,-0.04956103086944208
ANOVA_L_6_EC,ANOVA,6,EC,sub-6_sub-9_sub-20_sub-35_sub-48_sub-54,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_33_0408,0.6666666666666666,6,0.713678844519966,1177,-0.047012177853299364
ANOVA_L_6_EC,ANOVA,6,EC,sub-2_sub-8_sub-27_sub-42_sub-57_sub-59,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_11_6222,1.0,6,0.9463537300922046,1193,0.05364626990779542
ANOVA_L_6_EC,ANOVA,6,EC,sub-2_sub-8_sub-27_sub-42_sub-57_sub-59,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_11_0408,1.0,6,0.9480301760268232,1193,0.05196982397317684
ANOVA_L_6_EC,ANOVA,6,EC,sub-2_sub-8_sub-27_sub-42_sub-57_sub-59,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_11_2391,1.0,6,0.942162615255658,1193,0.05783738474434197
ANOVA_L_6_EC,ANOVA,6,EC,sub-8_sub-10_sub-28_sub-43_sub-59_sub-61,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_38_2391,1.0,6,0.9747967479674797,1230,0.025203252032520274
ANOVA_L_6_EC,ANOVA,6,EC,sub-8_sub-10_sub-28_sub-43_sub-59_sub-61,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_38_0408,1.0,6,0.9626016260162602,1230,0.0373983739837398
ANOVA_L_6_EC,ANOVA,6,EC,sub-8_sub-10_sub-28_sub-43_sub-59_sub-61,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_38_6222,1.0,6,0.973170731707317,1230,0.02682926829268295
ANOVA_L_6_EC,ANOVA,6,EC,sub-6_sub-15_sub-16_sub-34_sub-41_sub-42,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_30_0408,0.8333333333333334,6,0.7554991539763113,1182,0.07783417935702208
ANOVA_L_6_EC,ANOVA,6,EC,sub-6_sub-15_sub-16_sub-34_sub-41_sub-42,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_30_6222,0.8333333333333334,6,0.7656514382402707,1182,0.06768189509306266
ANOVA_L_6_EC,ANOVA,6,EC,sub-6_sub-15_sub-16_sub-34_sub-41_sub-42,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_30_2391,0.8333333333333334,6,0.754653130287648,1182,0.07868020304568535
ANOVA_L_6_EC,ANOVA,6,EC,sub-6_sub-22_sub-23_sub-32_sub-53_sub-54,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_31_6222,0.8333333333333334,6,0.7796917497733454,1103,0.05364158355998794
ANOVA_L_6_EC,ANOVA,6,EC,sub-6_sub-22_sub-23_sub-32_sub-53_sub-54,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_31_0408,0.8333333333333334,6,0.7869446962828649,1103,0.04638863705046847
ANOVA_L_6_EC,ANOVA,6,EC,sub-6_sub-22_sub-23_sub-32_sub-53_sub-54,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_31_2391,0.8333333333333334,6,0.8096101541251133,1103,0.02372317920822009
ANOVA_L_6_EC,ANOVA,6,EC,sub-9_sub-11_sub-14_sub-31_sub-58_sub-59,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_43_2391,1.0,6,0.8043668122270743,1145,0.1956331877729257
ANOVA_L_6_EC,ANOVA,6,EC,sub-9_sub-11_sub-14_sub-31_sub-58_sub-59,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_43_0408,1.0,6,0.7956331877729258,1145,0.2043668122270742
ANOVA_L_6_EC,ANOVA,6,EC,sub-9_sub-11_sub-14_sub-31_sub-58_sub-59,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_43_6222,1.0,6,0.8131004366812227,1145,0.18689956331877733
ANOVA_L_6_EC,ANOVA,6,EC,sub-8_sub-19_sub-22_sub-30_sub-32_sub-37,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_40_6222,0.8333333333333334,6,0.8185219831618334,1069,0.014811350171499926
ANOVA_L_6_EC,ANOVA,6,EC,sub-8_sub-19_sub-22_sub-30_sub-32_sub-37,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_40_0408,0.8333333333333334,6,0.8288119738072965,1069,0.004521359526036828
ANOVA_L_6_EC,ANOVA,6,EC,sub-8_sub-19_sub-22_sub-30_sub-32_sub-37,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_40_2391,0.8333333333333334,6,0.8269410664172123,1069,0.006392266916121048
ANOVA_L_6_EC,ANOVA,6,EC,sub-7_sub-17_sub-20_sub-38_sub-39_sub-54,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_37_6222,0.8333333333333334,6,0.7546558704453441,1235,0.07867746288798927
ANOVA_L_6_EC,ANOVA,6,EC,sub-7_sub-17_sub-20_sub-38_sub-39_sub-54,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_37_0408,0.8333333333333334,6,0.7676113360323886,1235,0.06572199730094475
ANOVA_L_6_EC,ANOVA,6,EC,sub-7_sub-17_sub-20_sub-38_sub-39_sub-54,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_37_2391,0.8333333333333334,6,0.7425101214574898,1235,0.09082321187584352
ANOVA_L_6_EC,ANOVA,6,EC,sub-6_sub-14_sub-16_sub-38_sub-50_sub-56,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_29_2391,0.8333333333333334,6,0.7568493150684932,1168,0.07648401826484019
ANOVA_L_6_EC,ANOVA,6,EC,sub-6_sub-14_sub-16_sub-38_sub-50_sub-56,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_29_6222,0.8333333333333334,6,0.7611301369863014,1168,0.07220319634703198
ANOVA_L_6_EC,ANOVA,6,EC,sub-6_sub-14_sub-16_sub-38_sub-50_sub-56,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_29_0408,0.8333333333333334,6,0.7303082191780822,1168,0.10302511415525117
ANOVA_L_6_EC,ANOVA,6,EC,sub-19_sub-20_sub-27_sub-36_sub-43_sub-57,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_4_2391,1.0,6,0.9117147707979627,1178,0.0882852292020373
ANOVA_L_6_EC,ANOVA,6,EC,sub-19_sub-20_sub-27_sub-36_sub-43_sub-57,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_4_0408,1.0,6,0.8930390492359932,1178,0.1069609507640068
ANOVA_L_6_EC,ANOVA,6,EC,sub-19_sub-20_sub-27_sub-36_sub-43_sub-57,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_4_6222,1.0,6,0.9100169779286927,1178,0.08998302207130726
ANOVA_L_6_EC,ANOVA,6,EC,sub-7_sub-11_sub-25_sub-32_sub-37_sub-51,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_35_2391,0.5,6,0.5979020979020979,1144,-0.09790209790209792
ANOVA_L_6_EC,ANOVA,6,EC,sub-7_sub-11_sub-25_sub-32_sub-37_sub-51,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_35_6222,0.5,6,0.6162587412587412,1144,-0.11625874125874125
ANOVA_L_6_EC,ANOVA,6,EC,sub-7_sub-11_sub-25_sub-32_sub-37_sub-51,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_35_0408,0.5,6,0.5935314685314685,1144,-0.09353146853146854
ANOVA_L_6_EC,ANOVA,6,EC,sub-13_sub-22_sub-23_sub-41_sub-50_sub-59,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_2_2391,0.8333333333333334,6,0.8295549958018472,1191,0.0037783375314861534
ANOVA_L_6_EC,ANOVA,6,EC,sub-13_sub-22_sub-23_sub-41_sub-50_sub-59,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_2_0408,0.8333333333333334,6,0.834592779177162,1191,-0.0012594458438286438
ANOVA_L_6_EC,ANOVA,6,EC,sub-13_sub-22_sub-23_sub-41_sub-50_sub-59,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_2_6222,0.8333333333333334,6,0.8245172124265323,1191,0.008816120906801062
ANOVA_L_6_EC,ANOVA,6,EC,sub-5_sub-7_sub-27_sub-39_sub-42_sub-46,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_28_2391,1.0,6,0.8387622149837134,1228,0.1612377850162866
ANOVA_L_6_EC,ANOVA,6,EC,sub-5_sub-7_sub-27_sub-39_sub-42_sub-46,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_28_0408,1.0,6,0.8452768729641694,1228,0.15472312703583058
ANOVA_L_6_EC,ANOVA,6,EC,sub-5_sub-7_sub-27_sub-39_sub-42_sub-46,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_28_6222,1.0,6,0.8460912052117264,1228,0.15390879478827357
ANOVA_L_6_EC,ANOVA,6,EC,sub-3_sub-14_sub-22_sub-46_sub-54_sub-58,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_14_2391,0.8333333333333334,6,0.7660869565217391,1150,0.06724637681159429
ANOVA_L_6_EC,ANOVA,6,EC,sub-3_sub-14_sub-22_sub-46_sub-54_sub-58,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_14_0408,0.8333333333333334,6,0.7756521739130435,1150,0.05768115942028984
ANOVA_L_6_EC,ANOVA,6,EC,sub-3_sub-14_sub-22_sub-46_sub-54_sub-58,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_14_6222,0.8333333333333334,6,0.7860869565217391,1150,0.04724637681159427
ANOVA_L_6_EC,ANOVA,6,EC,sub-8_sub-17_sub-21_sub-35_sub-56_sub-61,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_39_2391,1.0,6,0.8243243243243243,1184,0.17567567567567566
ANOVA_L_6_EC,ANOVA,6,EC,sub-8_sub-17_sub-21_sub-35_sub-56_sub-61,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_39_6222,1.0,6,0.8319256756756757,1184,0.16807432432432434
ANOVA_L_6_EC,ANOVA,6,EC,sub-8_sub-17_sub-21_sub-35_sub-56_sub-61,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_39_0408,1.0,6,0.8336148648648649,1184,0.1663851351351351
ANOVA_L_6_EC,ANOVA,6,EC,sub-3_sub-8_sub-11_sub-34_sub-38_sub-47,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_19_2391,1.0,6,0.8390611902766136,1193,0.16093880972338637
ANOVA_L_6_EC,ANOVA,6,EC,sub-3_sub-8_sub-11_sub-34_sub-38_sub-47,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_19_6222,1.0,6,0.8306789606035205,1193,0.16932103939647947
ANOVA_L_6_EC,ANOVA,6,EC,sub-3_sub-8_sub-11_sub-34_sub-38_sub-47,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_19_0408,1.0,6,0.8189438390611903,1193,0.18105616093880972
ANOVA_L_6_EC,ANOVA,6,EC,sub-2_sub-9_sub-28_sub-43_sub-52_sub-60,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_12_2391,1.0,6,0.9694137638062872,1177,0.030586236193712812
ANOVA_L_6_EC,ANOVA,6,EC,sub-2_sub-9_sub-28_sub-43_sub-52_sub-60,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_12_0408,1.0,6,0.9507221750212405,1177,0.049277824978759543
ANOVA_L_6_EC,ANOVA,6,EC,sub-2_sub-9_sub-28_sub-43_sub-52_sub-60,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_12_6222,1.0,6,0.9719626168224299,1177,0.028037383177570097
ANOVA_L_6_EC,ANOVA,6,EC,sub-7_sub-10_sub-25_sub-55_sub-56_sub-57,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_34_2391,0.6666666666666666,6,0.6260869565217392,1265,0.04057971014492745
ANOVA_L_6_EC,ANOVA,6,EC,sub-7_sub-10_sub-25_sub-55_sub-56_sub-57,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_34_0408,0.6666666666666666,6,0.6355731225296443,1265,0.031093544137022366
ANOVA_L_6_EC,ANOVA,6,EC,sub-7_sub-10_sub-25_sub-55_sub-56_sub-57,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_34_6222,0.6666666666666666,6,0.6339920948616601,1265,0.03267457180500655
ANOVA_L_6_EC,ANOVA,6,EC,sub-5_sub-20_sub-27_sub-32_sub-48_sub-59,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_25_2391,1.0,6,0.8257713248638838,1102,0.17422867513611617
ANOVA_L_6_EC,ANOVA,6,EC,sub-5_sub-20_sub-27_sub-32_sub-48_sub-59,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_25_6222,1.0,6,0.8194192377495463,1102,0.18058076225045372
ANOVA_L_6_EC,ANOVA,6,EC,sub-5_sub-20_sub-27_sub-32_sub-48_sub-59,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_25_0408,1.0,6,0.822141560798548,1102,0.17785843920145195
ANOVA_L_6_EC,ANOVA,6,EC,sub-9_sub-20_sub-26_sub-35_sub-38_sub-39,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_46_6222,1.0,6,0.8596491228070176,1197,0.14035087719298245
ANOVA_L_6_EC,ANOVA,6,EC,sub-9_sub-20_sub-26_sub-35_sub-38_sub-39,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_46_0408,1.0,6,0.8412698412698413,1197,0.15873015873015872
ANOVA_L_6_EC,ANOVA,6,EC,sub-9_sub-20_sub-26_sub-35_sub-38_sub-39,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_46_2391,1.0,6,0.8546365914786967,1197,0.14536340852130325
ANOVA_L_6_EC,ANOVA,6,EC,sub-9_sub-19_sub-26_sub-30_sub-56_sub-61,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_45_2391,1.0,6,0.9329214474845543,1133,0.0670785525154457
ANOVA_L_6_EC,ANOVA,6,EC,sub-9_sub-19_sub-26_sub-30_sub-56_sub-61,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_45_0408,1.0,6,0.9382171226831421,1133,0.06178287731685794
ANOVA_L_6_EC,ANOVA,6,EC,sub-9_sub-19_sub-26_sub-30_sub-56_sub-61,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_45_6222,1.0,6,0.9329214474845543,1133,0.0670785525154457
ANOVA_L_6_EC,ANOVA,6,EC,sub-9_sub-19_sub-20_sub-45_sub-47_sub-52,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_44_2391,1.0,6,0.9168765743073047,1191,0.08312342569269526
ANOVA_L_6_EC,ANOVA,6,EC,sub-9_sub-19_sub-20_sub-45_sub-47_sub-52,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_44_6222,1.0,6,0.9151973131821999,1191,0.08480268681780012
ANOVA_L_6_EC,ANOVA,6,EC,sub-9_sub-19_sub-20_sub-45_sub-47_sub-52,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_44_0408,1.0,6,0.9009235936188077,1191,0.0990764063811923
ANOVA_L_6_EC,ANOVA,6,EC,sub-5_sub-16_sub-23_sub-45_sub-48_sub-53,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_24_2391,0.8333333333333334,6,0.6937553464499572,1169,0.1395779868833762
ANOVA_L_6_EC,ANOVA,6,EC,sub-5_sub-16_sub-23_sub-45_sub-48_sub-53,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_24_0408,0.8333333333333334,6,0.6544054747647562,1169,0.17892785856857718
ANOVA_L_6_EC,ANOVA,6,EC,sub-5_sub-16_sub-23_sub-45_sub-48_sub-53,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_24_6222,0.8333333333333334,6,0.6971770744225834,1169,0.13615625891075
ANOVA_L_6_EC,ANOVA,6,EC,sub-8_sub-20_sub-24_sub-39_sub-53_sub-55,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_41_0408,0.6666666666666666,6,0.5711892797319933,1194,0.09547738693467334
ANOVA_L_6_EC,ANOVA,6,EC,sub-8_sub-20_sub-24_sub-39_sub-53_sub-55,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_41_6222,0.6666666666666666,6,0.6155778894472361,1194,0.0510887772194305
ANOVA_L_6_EC,ANOVA,6,EC,sub-8_sub-20_sub-24_sub-39_sub-53_sub-55,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_41_2391,0.6666666666666666,6,0.6055276381909548,1194,0.06113902847571184
ANOVA_L_6_EC,ANOVA,6,EC,sub-5_sub-7_sub-22_sub-49_sub-53_sub-59,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_27_6222,0.8333333333333334,6,0.7579462102689487,1227,0.07538712306438466
ANOVA_L_6_EC,ANOVA,6,EC,sub-5_sub-7_sub-22_sub-49_sub-53_sub-59,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_27_0408,0.8333333333333334,6,0.7799511002444988,1227,0.05338223308883461
ANOVA_L_6_EC,ANOVA,6,EC,sub-5_sub-7_sub-22_sub-49_sub-53_sub-59,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_27_2391,0.8333333333333334,6,0.7481662591687042,1227,0.08516707416462921
ANOVA_L_6_EC,ANOVA,6,EC,sub-4_sub-13_sub-14_sub-32_sub-34_sub-42,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_21_6222,1.0,6,0.9377817853922452,1109,0.062218214607754785
ANOVA_L_6_EC,ANOVA,6,EC,sub-4_sub-13_sub-14_sub-32_sub-34_sub-42,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_21_0408,1.0,6,0.951307484220018,1109,0.048692515779982015
ANOVA_L_6_EC,ANOVA,6,EC,sub-4_sub-13_sub-14_sub-32_sub-34_sub-42,XGBoost,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",task_XGBoost_21_2391,1.0,6,0.9386834986474302,1109,0.06131650135256983
ANOVA_L_6_EC,ANOVA,6,EC,sub-1_sub-8_sub-21_sub-30_sub-50_sub-51,SVM,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",task_SVM_6_7756,0.6666666666666666,6,0.7552264808362369,1148,-0.08855981416957026
