experiment,feature_set,holdout_size_P,condition,model,fold_id,task_id,hyperparams,test_accuracy,train_accuracy
PCA_L_6_EC,PCA,6,EC,SVM,sub-19_sub-20_sub-27_sub-36_sub-43_sub-57,task_SVM_4_2923,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.4932088285229202,0.9268367346938775
PCA_L_6_EC,PCA,6,EC,SVM,sub-7_sub-11_sub-25_sub-32_sub-37_sub-51,task_SVM_35_9948,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.44667832167832167,0.925971120601993
PCA_L_6_EC,PCA,6,EC,SVM,sub-7_sub-11_sub-25_sub-32_sub-37_sub-51,task_SVM_35_5444,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.45104895104895104,0.864958307911328
PCA_L_6_EC,PCA,6,EC,SVM,sub-7_sub-11_sub-25_sub-32_sub-37_sub-51,task_SVM_35_2923,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.44667832167832167,0.9379703070978239
PCA_L_6_EC,PCA,6,EC,SVM,sub-13_sub-22_sub-23_sub-41_sub-50_sub-59,task_SVM_2_5444,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.7808564231738035,0.823030550730561
PCA_L_6_EC,PCA,6,EC,SVM,sub-13_sub-22_sub-23_sub-41_sub-50_sub-59,task_SVM_2_2923,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.4987405541561713,0.9315418412179421
PCA_L_6_EC,PCA,6,EC,SVM,sub-13_sub-22_sub-23_sub-41_sub-50_sub-59,task_SVM_2_9948,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.5222502099076406,0.9194850311637887
PCA_L_6_EC,PCA,6,EC,SVM,sub-5_sub-7_sub-27_sub-39_sub-42_sub-46,task_SVM_28_2923,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.4837133550488599,0.9165128205128205
PCA_L_6_EC,PCA,6,EC,SVM,sub-5_sub-7_sub-27_sub-39_sub-42_sub-46,task_SVM_28_5444,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.5268729641693811,0.8311794871794872
PCA_L_6_EC,PCA,6,EC,SVM,sub-5_sub-7_sub-27_sub-39_sub-42_sub-46,task_SVM_28_9948,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.4837133550488599,0.9097435897435897
PCA_L_6_EC,PCA,6,EC,SVM,sub-3_sub-14_sub-22_sub-46_sub-54_sub-58,task_SVM_14_9948,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.48,0.9223646723646723
PCA_L_6_EC,PCA,6,EC,SVM,sub-3_sub-14_sub-22_sub-46_sub-54_sub-58,task_SVM_14_2923,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.48,0.9321326821326821
PCA_L_6_EC,PCA,6,EC,SVM,sub-3_sub-14_sub-22_sub-46_sub-54_sub-58,task_SVM_14_5444,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.6339130434782608,0.8378103378103378
PCA_L_6_EC,PCA,6,EC,SVM,sub-8_sub-17_sub-21_sub-35_sub-56_sub-61,task_SVM_39_9948,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.5844594594594594,0.9140289973453135
PCA_L_6_EC,PCA,6,EC,SVM,sub-8_sub-17_sub-21_sub-35_sub-56_sub-61,task_SVM_39_5444,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.7018581081081081,0.8352052276904227
PCA_L_6_EC,PCA,6,EC,SVM,sub-8_sub-17_sub-21_sub-35_sub-56_sub-61,task_SVM_39_2923,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.4907094594594595,0.9314886665305289
PCA_L_6_EC,PCA,6,EC,SVM,sub-3_sub-8_sub-11_sub-34_sub-38_sub-47,task_SVM_19_9948,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.5054484492875104,0.9166070516096065
PCA_L_6_EC,PCA,6,EC,SVM,sub-3_sub-8_sub-11_sub-34_sub-38_sub-47,task_SVM_19_5444,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.6311818943839062,0.8320899335717936
PCA_L_6_EC,PCA,6,EC,SVM,sub-3_sub-8_sub-11_sub-34_sub-38_sub-47,task_SVM_19_2923,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.49958088851634536,0.9305058763413387
PCA_L_6_EC,PCA,6,EC,SVM,sub-2_sub-9_sub-28_sub-43_sub-52_sub-60,task_SVM_12_2923,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.4927782497875956,0.9198041016222834
PCA_L_6_EC,PCA,6,EC,SVM,sub-2_sub-9_sub-28_sub-43_sub-52_sub-60,task_SVM_12_5444,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8878504672897196,0.812978267523722
PCA_L_6_EC,PCA,6,EC,SVM,sub-2_sub-9_sub-28_sub-43_sub-52_sub-60,task_SVM_12_9948,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.536108751062022,0.9024589327619631
PCA_L_6_EC,PCA,6,EC,SVM,sub-7_sub-10_sub-25_sub-55_sub-56_sub-57,task_SVM_34_9948,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.4592885375494071,0.9205188922063214
PCA_L_6_EC,PCA,6,EC,SVM,sub-7_sub-10_sub-25_sub-55_sub-56_sub-57,task_SVM_34_2923,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.4592885375494071,0.9309173272933182
PCA_L_6_EC,PCA,6,EC,SVM,sub-7_sub-10_sub-25_sub-55_sub-56_sub-57,task_SVM_34_5444,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.4039525691699605,0.8621435189951612
PCA_L_6_EC,PCA,6,EC,SVM,sub-5_sub-20_sub-27_sub-32_sub-48_sub-59,task_SVM_25_5444,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.5163339382940109,0.8327257999189955
PCA_L_6_EC,PCA,6,EC,SVM,sub-5_sub-20_sub-27_sub-32_sub-48_sub-59,task_SVM_25_2923,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.45462794918330307,0.9240583232077765
PCA_L_6_EC,PCA,6,EC,SVM,sub-5_sub-20_sub-27_sub-32_sub-48_sub-59,task_SVM_25_9948,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.45462794918330307,0.911705143782908
PCA_L_6_EC,PCA,6,EC,SVM,sub-9_sub-20_sub-26_sub-35_sub-38_sub-39,task_SVM_46_9948,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.5580618212197159,0.9102341273898374
PCA_L_6_EC,PCA,6,EC,SVM,sub-9_sub-20_sub-26_sub-35_sub-38_sub-39,task_SVM_46_5444,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.5998329156223893,0.8392802371945609
PCA_L_6_EC,PCA,6,EC,SVM,sub-9_sub-20_sub-26_sub-35_sub-38_sub-39,task_SVM_46_2923,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.49874686716791977,0.924956548410183
PCA_L_6_EC,PCA,6,EC,SVM,sub-9_sub-19_sub-26_sub-30_sub-56_sub-61,task_SVM_45_2923,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.4766107678729038,0.9213814118842052
PCA_L_6_EC,PCA,6,EC,SVM,sub-9_sub-19_sub-26_sub-30_sub-56_sub-61,task_SVM_45_5444,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.6954986760812003,0.8144235652615541
PCA_L_6_EC,PCA,6,EC,SVM,sub-9_sub-19_sub-26_sub-30_sub-56_sub-61,task_SVM_45_9948,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.5092674315975286,0.9073641442356526
PCA_L_6_EC,PCA,6,EC,SVM,sub-9_sub-19_sub-20_sub-45_sub-47_sub-52,task_SVM_44_5444,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.801007556675063,0.8203739654643916
PCA_L_6_EC,PCA,6,EC,SVM,sub-9_sub-19_sub-20_sub-45_sub-47_sub-52,task_SVM_44_2923,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.4979009235936188,0.9212220292224379
PCA_L_6_EC,PCA,6,EC,SVM,sub-9_sub-19_sub-20_sub-45_sub-47_sub-52,task_SVM_44_9948,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.6439966414777498,0.9077347501788087
PCA_L_6_EC,PCA,6,EC,SVM,sub-5_sub-16_sub-23_sub-45_sub-48_sub-53,task_SVM_24_2923,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.49272882805816937,0.9325109593230706
PCA_L_6_EC,PCA,6,EC,SVM,sub-5_sub-16_sub-23_sub-45_sub-48_sub-53,task_SVM_24_5444,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.6424294268605646,0.8557447242328474
PCA_L_6_EC,PCA,6,EC,SVM,sub-5_sub-16_sub-23_sub-45_sub-48_sub-53,task_SVM_24_9948,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.49272882805816937,0.9175247221939036
PCA_L_6_EC,PCA,6,EC,SVM,sub-8_sub-20_sub-24_sub-39_sub-53_sub-55,task_SVM_41_2923,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.4966499162479062,0.9278413736713
PCA_L_6_EC,PCA,6,EC,SVM,sub-8_sub-20_sub-24_sub-39_sub-53_sub-55,task_SVM_41_5444,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.5309882747068677,0.8608953393295176
PCA_L_6_EC,PCA,6,EC,SVM,sub-8_sub-20_sub-24_sub-39_sub-53_sub-55,task_SVM_41_9948,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.4966499162479062,0.9148609975470156
PCA_L_6_EC,PCA,6,EC,SVM,sub-5_sub-7_sub-22_sub-49_sub-53_sub-59,task_SVM_27_9948,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.48247758761206194,0.9207260793764742
PCA_L_6_EC,PCA,6,EC,SVM,sub-5_sub-7_sub-22_sub-49_sub-53_sub-59,task_SVM_27_5444,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.5525672371638142,0.8275048712952517
PCA_L_6_EC,PCA,6,EC,SVM,sub-5_sub-7_sub-22_sub-49_sub-53_sub-59,task_SVM_27_2923,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.48247758761206194,0.9269818480155881
PCA_L_6_EC,PCA,6,EC,SVM,sub-4_sub-13_sub-14_sub-32_sub-34_sub-42,task_SVM_21_5444,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8602344454463481,0.8080859256256966
PCA_L_6_EC,PCA,6,EC,SVM,sub-4_sub-13_sub-14_sub-32_sub-34_sub-42,task_SVM_21_2923,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.46348061316501354,0.9195460532982065
PCA_L_6_EC,PCA,6,EC,SVM,sub-4_sub-13_sub-14_sub-32_sub-34_sub-42,task_SVM_21_9948,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.46348061316501354,0.9048535819231939
PCA_L_6_EC,PCA,6,EC,MLP,sub-1_sub-8_sub-21_sub-30_sub-50_sub-51,task_MLP_(Neural_Network)_6_2570,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.4799651567944251,0.9923702950152594
PCA_L_6_EC,PCA,6,EC,MLP,sub-1_sub-8_sub-21_sub-30_sub-50_sub-51,task_MLP_(Neural_Network)_6_7056,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.4808362369337979,0.9817904374364191
PCA_L_6_EC,PCA,6,EC,MLP,sub-1_sub-8_sub-21_sub-30_sub-50_sub-51,task_MLP_(Neural_Network)_6_4212,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.4799651567944251,0.9943031536113937
PCA_L_6_EC,PCA,6,EC,MLP,sub-1_sub-4_sub-17_sub-30_sub-42_sub-52,task_MLP_(Neural_Network)_5_4212,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.48138528138528136,0.993484678815026
PCA_L_6_EC,PCA,6,EC,MLP,sub-1_sub-4_sub-17_sub-30_sub-42_sub-52,task_MLP_(Neural_Network)_5_2570,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.48138528138528136,0.9941972920696325
PCA_L_6_EC,PCA,6,EC,MLP,sub-1_sub-4_sub-17_sub-30_sub-42_sub-52,task_MLP_(Neural_Network)_5_7056,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.48138528138528136,0.9829990837829584
PCA_L_6_EC,PCA,6,EC,MLP,sub-9_sub-24_sub-25_sub-36_sub-37_sub-43,task_MLP_(Neural_Network)_49_4212,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.49362786745964315,0.9577594123048668
PCA_L_6_EC,PCA,6,EC,MLP,sub-9_sub-24_sub-25_sub-36_sub-37_sub-43,task_MLP_(Neural_Network)_49_7056,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.49362786745964315,0.9521477400265279
PCA_L_6_EC,PCA,6,EC,MLP,sub-9_sub-24_sub-25_sub-36_sub-37_sub-43,task_MLP_(Neural_Network)_49_2570,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.49362786745964315,0.9732680338740944
PCA_L_6_EC,PCA,6,EC,MLP,sub-3_sub-17_sub-27_sub-35_sub-38_sub-49,task_MLP_(Neural_Network)_15_4212,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.4974916387959866,0.9959108566755265
PCA_L_6_EC,PCA,6,EC,MLP,sub-3_sub-17_sub-27_sub-35_sub-38_sub-49,task_MLP_(Neural_Network)_15_2570,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.4974916387959866,0.9850746268656716
PCA_L_6_EC,PCA,6,EC,MLP,sub-3_sub-17_sub-27_sub-35_sub-38_sub-49,task_MLP_(Neural_Network)_15_7056,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.4974916387959866,0.9876303414434676
PCA_L_6_EC,PCA,6,EC,MLP,sub-4_sub-24_sub-26_sub-35_sub-38_sub-56,task_MLP_(Neural_Network)_23_4212,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.4957482993197279,0.9705162211793511
PCA_L_6_EC,PCA,6,EC,MLP,sub-4_sub-24_sub-26_sub-35_sub-38_sub-56,task_MLP_(Neural_Network)_23_7056,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.4957482993197279,0.9632728014690879
PCA_L_6_EC,PCA,6,EC,MLP,sub-4_sub-24_sub-26_sub-35_sub-38_sub-56,task_MLP_(Neural_Network)_23_2570,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.4957482993197279,0.9691899612324015
PCA_L_6_EC,PCA,6,EC,MLP,sub-9_sub-23_sub-27_sub-50_sub-57_sub-61,task_MLP_(Neural_Network)_48_4212,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.49747474747474746,0.989070480081716
PCA_L_6_EC,PCA,6,EC,MLP,sub-9_sub-23_sub-27_sub-50_sub-57_sub-61,task_MLP_(Neural_Network)_48_2570,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.5210437710437711,0.9959141981613892
PCA_L_6_EC,PCA,6,EC,MLP,sub-9_sub-23_sub-27_sub-50_sub-57_sub-61,task_MLP_(Neural_Network)_48_7056,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.5454545454545454,0.984167517875383
PCA_L_6_EC,PCA,6,EC,MLP,sub-7_sub-15_sub-20_sub-49_sub-52_sub-60,task_MLP_(Neural_Network)_36_7056,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.5578175895765473,0.9830769230769231
PCA_L_6_EC,PCA,6,EC,MLP,sub-7_sub-15_sub-20_sub-49_sub-52_sub-60,task_MLP_(Neural_Network)_36_2570,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.5179153094462541,0.9853333333333333
PCA_L_6_EC,PCA,6,EC,MLP,sub-7_sub-15_sub-20_sub-49_sub-52_sub-60,task_MLP_(Neural_Network)_36_4212,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.5504885993485342,0.9923076923076923
PCA_L_6_EC,PCA,6,EC,MLP,sub-2_sub-3_sub-24_sub-37_sub-51_sub-55,task_MLP_(Neural_Network)_9_4212,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.4978973927670311,0.9945857595259986
PCA_L_6_EC,PCA,6,EC,MLP,sub-2_sub-3_sub-24_sub-37_sub-51_sub-55,task_MLP_(Neural_Network)_9_2570,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.44575273338940286,0.9932577382776586
PCA_L_6_EC,PCA,6,EC,MLP,sub-2_sub-3_sub-24_sub-37_sub-51_sub-55,task_MLP_(Neural_Network)_9_7056,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.4987384356602187,0.985902543671468
PCA_L_6_EC,PCA,6,EC,MLP,sub-5_sub-6_sub-23_sub-31_sub-34_sub-60,task_MLP_(Neural_Network)_26_7056,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.49491525423728816,0.9838742600530721
PCA_L_6_EC,PCA,6,EC,MLP,sub-5_sub-6_sub-23_sub-31_sub-34_sub-60,task_MLP_(Neural_Network)_26_2570,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.49491525423728816,0.9971422739334558
PCA_L_6_EC,PCA,6,EC,MLP,sub-5_sub-6_sub-23_sub-31_sub-34_sub-60,task_MLP_(Neural_Network)_26_4212,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.49491525423728816,0.9685650132680139
PCA_L_6_EC,PCA,6,EC,MLP,sub-2_sub-15_sub-21_sub-32_sub-50_sub-61,task_MLP_(Neural_Network)_8_4212,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.46112115732368897,0.994631280388979
PCA_L_6_EC,PCA,6,EC,MLP,sub-2_sub-15_sub-21_sub-32_sub-50_sub-61,task_MLP_(Neural_Network)_8_7056,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.4864376130198915,0.9845016207455429
PCA_L_6_EC,PCA,6,EC,MLP,sub-2_sub-15_sub-21_sub-32_sub-50_sub-61,task_MLP_(Neural_Network)_8_2570,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.46112115732368897,0.9860210696920584
PCA_L_6_EC,PCA,6,EC,MLP,sub-2_sub-3_sub-8_sub-32_sub-53_sub-55,task_MLP_(Neural_Network)_10_2570,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.46126126126126127,0.9974665585731658
PCA_L_6_EC,PCA,6,EC,MLP,sub-2_sub-3_sub-8_sub-32_sub-53_sub-55,task_MLP_(Neural_Network)_10_7056,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.46126126126126127,0.982671260640454
PCA_L_6_EC,PCA,6,EC,MLP,sub-2_sub-3_sub-8_sub-32_sub-53_sub-55,task_MLP_(Neural_Network)_10_4212,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.46126126126126127,0.9958451560599919
PCA_L_6_EC,PCA,6,EC,MLP,sub-9_sub-21_sub-28_sub-38_sub-46_sub-47,task_MLP_(Neural_Network)_47_2570,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.5,0.9984671980380135
PCA_L_6_EC,PCA,6,EC,MLP,sub-9_sub-21_sub-28_sub-38_sub-46_sub-47,task_MLP_(Neural_Network)_47_7056,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.5092281879194631,0.9852851011649295
PCA_L_6_EC,PCA,6,EC,MLP,sub-9_sub-21_sub-28_sub-38_sub-46_sub-47,task_MLP_(Neural_Network)_47_4212,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.5268456375838926,0.9954015941140405
PCA_L_6_EC,PCA,6,EC,MLP,sub-6_sub-25_sub-28_sub-30_sub-57_sub-60,task_MLP_(Neural_Network)_32_4212,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.48212728857890147,0.9973553046485607
PCA_L_6_EC,PCA,6,EC,MLP,sub-6_sub-25_sub-28_sub-30_sub-57_sub-60,task_MLP_(Neural_Network)_32_2570,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.48212728857890147,0.9923710711016174
PCA_L_6_EC,PCA,6,EC,MLP,sub-6_sub-25_sub-28_sub-30_sub-57_sub-60,task_MLP_(Neural_Network)_32_7056,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.48212728857890147,0.9859627708269759
PCA_L_6_EC,PCA,6,EC,MLP,sub-3_sub-4_sub-8_sub-38_sub-41_sub-57,task_MLP_(Neural_Network)_18_4212,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.4995801847187238,0.993767242260141
PCA_L_6_EC,PCA,6,EC,MLP,sub-3_sub-4_sub-8_sub-38_sub-41_sub-57,task_MLP_(Neural_Network)_18_7056,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.4995801847187238,0.9843670174721569
PCA_L_6_EC,PCA,6,EC,MLP,sub-3_sub-4_sub-8_sub-38_sub-41_sub-57,task_MLP_(Neural_Network)_18_2570,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.4995801847187238,0.9989782364360887
PCA_L_6_EC,PCA,6,EC,MLP,sub-13_sub-16_sub-19_sub-45_sub-53_sub-54,task_MLP_(Neural_Network)_1_7056,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.5,0.966952264381885
PCA_L_6_EC,PCA,6,EC,MLP,sub-13_sub-16_sub-19_sub-45_sub-53_sub-54,task_MLP_(Neural_Network)_1_2570,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.5,0.988984088127295
PCA_L_6_EC,PCA,6,EC,MLP,sub-13_sub-16_sub-19_sub-45_sub-53_sub-54,task_MLP_(Neural_Network)_1_4212,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.5,0.9860261117911057
PCA_L_6_EC,PCA,6,EC,MLP,sub-3_sub-21_sub-26_sub-31_sub-38_sub-61,task_MLP_(Neural_Network)_16_2570,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.4953429297205758,0.9985709911197306
PCA_L_6_EC,PCA,6,EC,MLP,sub-3_sub-21_sub-26_sub-31_sub-38_sub-61,task_MLP_(Neural_Network)_16_7056,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.4953429297205758,0.9846891905685414
PCA_L_6_EC,PCA,6,EC,MLP,sub-3_sub-21_sub-26_sub-31_sub-38_sub-61,task_MLP_(Neural_Network)_16_4212,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.4953429297205758,0.9972440543023374
PCA_L_6_EC,PCA,6,EC,MLP,sub-3_sub-11_sub-19_sub-31_sub-60_sub-61,task_MLP_(Neural_Network)_13_4212,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.49531914893617024,0.9793940630419259
PCA_L_6_EC,PCA,6,EC,MLP,sub-3_sub-11_sub-19_sub-31_sub-60_sub-61,task_MLP_(Neural_Network)_13_2570,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.49872340425531914,0.9822503315311639
PCA_L_6_EC,PCA,6,EC,MLP,sub-3_sub-11_sub-19_sub-31_sub-60_sub-61,task_MLP_(Neural_Network)_13_7056,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.49531914893617024,0.9666428644292564
PCA_L_6_EC,PCA,6,EC,MLP,sub-4_sub-24_sub-26_sub-30_sub-54_sub-60,task_MLP_(Neural_Network)_22_4212,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.48118985126859143,0.99644128113879
PCA_L_6_EC,PCA,6,EC,MLP,sub-4_sub-24_sub-26_sub-30_sub-54_sub-60,task_MLP_(Neural_Network)_22_2570,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.48118985126859143,0.9988815455007626
PCA_L_6_EC,PCA,6,EC,MLP,sub-4_sub-24_sub-26_sub-30_sub-54_sub-60,task_MLP_(Neural_Network)_22_7056,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.48118985126859143,0.9857651245551602
PCA_L_6_EC,PCA,6,EC,MLP,sub-13_sub-14_sub-21_sub-46_sub-51_sub-56,task_MLP_(Neural_Network)_0_2570,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.4919148936170213,0.9646026726512292
PCA_L_6_EC,PCA,6,EC,MLP,sub-13_sub-14_sub-21_sub-46_sub-51_sub-56,task_MLP_(Neural_Network)_0_7056,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.4919148936170213,0.9663368356625522
